id,url,title,visit_count,typed_count,last_visit_time,hidden
76,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:329.5238037109375,can a samsung micro usb connector transfer data - Google Search,1,0,13266352493867721,0
77,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:330.6666564941406,can a samsung micro usb connector transfer data - Google Search,1,0,13266352494171360,0
78,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:335.23809814453125,can a samsung micro usb connector transfer data - Google Search,1,0,13266352495150530,0
79,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:367.23809814453125,can a samsung micro usb connector transfer data - Google Search,2,0,13266352507683241,0
80,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiVw8yS8eLwAhUx8uMHHSYfAKEYABAFGgJ5bQ&ae=2&ohost=www.google.com&cid=CAASEuRo3dwBZ14F6aUUTW38gtjYUw&sig=AOD64_1dAZllQknYJ9dvHBY6MLYnTZd7DQ&ctype=5&q=&ved=2ahUKEwih28GS8eLwAhWGVTABHauJDAwQ8w56BAgBECo&dct=1&adurl=,Samsung (GH96-09772A) OTG Adapter for Micro USB Devices - White – Simple Cell Shop,1,0,13266352496668734,0
81,https://simplecellshop.com/products/SAM308244028?gclid=EAIaIQobChMIlcPMkvHi8AIVMfLjBx0mHwChEAsYBCABEgICcPD_BwE,Samsung (GH96-09772A) OTG Adapter for Micro USB Devices - White – Simple Cell Shop,1,0,13266352496668734,0
82,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:383.23809814453125,can a samsung micro usb connector transfer data - Google Search,1,0,13266352509082014,0
83,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:517.3333129882812,can a samsung micro usb connector transfer data - Google Search,1,0,13266352509797931,0
84,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:3.4285714626312256,can a samsung micro usb connector transfer data - Google Search,1,0,13266352510098955,0
85,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:126.0952377319336,can a samsung micro usb connector transfer data - Google Search,1,0,13266352510701934,0
86,https://www.google.com/search?q=can+a+samsung+micro+usb+connector+transfer+data&oq=can+a+samsung+micro+usb+connector+trans&aqs=chrome.1.69i57j33i22i29i30.12274j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_1uerYKGYHYarwbkPq5OyYA6:37.33333206176758,can a samsung micro usb connector transfer data - Google Search,1,0,13266352511002437,0
87,https://www.beenverified.com/mobile-dos-donts/,BeenVerified Do's and Don'ts | BeenVerified,1,0,13267072992339776,0
88,https://www.google.com/search?gs_ssp=eJzj4tZP1zcsyUhLTynMMGC0UjWosLBMtjBMTra0NDRKM0tLSbMyqDBMMbUwt0hJTrQ0SrNMTDLxEswsSczJTMzLL1bIS00sUshNBQD-HBYh&q=italianos+near+me&oq=italianos&aqs=chrome.2.69i57j0j46i175i199j0j46i175i199.10051j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,italianos near me - Google Search,1,0,13267933003249806,0
89,https://www.google.com/search?gs_ssp=eJzj4tVP1zc0TC6KT083SMkxYLRSNaiwsDBJsTQ1N04xNUqxTE5JszKoSEtJMzAxTrY0N7S0SExMMfMSySxJzMlMzMsvVkjKSUzOLk4qLUoHAFYUF8o&q=italianos+blacksburg&oq=italianos+blacks&aqs=chrome.1.69i57j46i175i199j0i22i30l2.7549j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,italianos blacksburg - Google Search,1,0,13267933022679882,0
90,https://www.orderitalianospizzamenu.com/,www.orderitalianospizzamenu.com,2,0,13267944112708430,0
91,https://slicelife.com/restaurants/va/blacksburg/24060/italiano-s-pizza-blacksburg/menu?utm_campaign=direct_websites&ajs_aid=9d2dbcdc-9777-4a7e-b604-f7e9fcf6c39d&client_id=9d2dbcdc-9777-4a7e-b604-f7e9fcf6c39d,"Italiano's Pizza Menu - Blacksburg, VA - Order Delivery | Slice",1,0,13267933041818988,0
92,https://slicelife.com/restaurants/va/blacksburg/24060/italiano-s-pizza-blacksburg/menu?ajs_aid=9d2dbcdc-9777-4a7e-b604-f7e9fcf6c39d&utm_campaign=direct_websites,"Italiano's Pizza Menu - Blacksburg, VA - Order Delivery | Slice",1,0,13267933043201440,0
93,https://slicelife.com/restaurants/va/blacksburg/24060/italiano-s-pizza-blacksburg/menu?utm_campaign=direct_websites,"Italiano's Pizza Menu - Blacksburg, VA - Order Delivery | Slice",1,0,13267933045007112,0
94,https://www.google.com/search?q=anuj+soni+linkedin&oq=anuj+soni+&aqs=chrome.3.69i57j0j46i175i199j0l2.5119j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,anuj soni linkedin - Google Search,2,0,13268163823574304,0
95,https://www.google.com/search?q=kushang+gonawala&oq=kushang+gonawala&aqs=chrome..69i57.5491j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,kushang gonawala - Google Search,1,0,13268163823319928,0
96,https://www.google.com/search?q=kushang+gonawala&oq=kushang+gonawala&aqs=chrome..69i57.5491j0j9&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=kushang%20gonawala,kushang gonawala - Google Search,1,0,13268163584050801,0
97,https://www.google.com/search?q=kushang+gonawala+linkedin&client=ms-android-samsung-gn-rev1&ei=_4rHYOLSONOw5NoPzNa9wAM&oq=kushang+gonawala+link&gs_lcp=ChNtb2JpbGUtZ3dzLXdpei1zZXJwEAEYADIFCCEQoAE6BggAEBYQHjoFCCEQqwJQoQVYsR1gliJoAHAAeACAAX2IAaQFkgEDMC42mAEAoAEBwAEB&sclient=mobile-gws-wiz-serp,kushang gonawala linkedin - Google Search,3,0,13268163822972208,0
98,https://www.digital4n6india.com/index.php/2020/06/21/digital-forensic-professionals-in-india-i/,DIGITAL FORENSICS PROFESSIONALS IN INDIA – I – Digital Forensics (4N6) Blog,1,0,13268163613020479,0
99,https://www.google.com/search?q=hidden+photos+apps&oq=hidden+photos+apps&aqs=chrome..69i57j0i390l4.6000j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,hidden photos apps - Google Search,1,0,13268252794865518,0
100,https://analytics.twitter.com/mob_idsync_click?slug=FrC8dA5pNZ&idb=AAAAEIAgGy8BJOQYsZvtAxM_gMK2j0iLx3vIWJGf1UvKvnnsrgsHc-qIfteD5NQEmIWYPw20-8tpTRHcuL2i5gj1BXNA2UeBqgT49XfacuKpKSIOOria7U_WhqweblOQEGjSI2Tkv4pHlX90D-LJ8EXGuRLtRfIlYuH3RlQtPbvQjmUGfC3Ti0Gu_7rTdNcD7f1W6i15W81-P-mkY8ohevxccXt3CI4hSHmxh_07_lLvYUxkYttqR9p6XfMBECAofK2iIWJheAVI5vXpUK8Cu6x0PQ&tailored_ads=true&ad_tracking=true,Ken Johnson Scholarship 2021 | SANS Institute,1,0,13268373648180195,0
101,https://t.co/FrC8dA5pNZ,Ken Johnson Scholarship 2021 | SANS Institute,1,0,13268373649192707,0
102,https://www.sans.org/u/1euU,Ken Johnson Scholarship 2021 | SANS Institute,1,0,13268373649954197,0
103,https://www.sans.org/mlp/ken-johnson-scholarship-2021/?msc=home?utm_medium=Social&utm_source=Twitter&utm_content=KEN+JOHNSON_VMR&utm_campaign=Digital+Forensics+Summit+Training,Ken Johnson Scholarship 2021 | SANS Institute,1,0,13268373649954197,0
104,https://www.sans.org/mlp/ken-johnson-scholarship-2021/?msc=home%3Futm_medium%3DSocial&utm_source=Twitter&utm_content=KEN%20JOHNSON_VMR&utm_campaign=Digital%20Forensics%20Summit%20Training,Ken Johnson Scholarship 2021 | SANS Institute,2,0,13268374054995565,0
105,https://survey.sans.org/jfe/form/SV_0iYXkJGxxGMQV9k?_ga=2.19831672.1796572569.1623900060-769600534.1623900060,Qualtrics Survey | Qualtrics Experience Management,1,0,13268374011354401,0
106,https://t.co/do0Vf3Jf6A?amp=1,Corroboration. That Is All. – The Binary Hick,1,0,13268462438257382,0
107,https://thebinaryhick.blog/2021/06/17/corroboration-that-is-all/amp/#click=https://t.co/do0Vf3Jf6A,Corroboration. That Is All. – The Binary Hick,1,0,13268462439005725,0
108,https://thebinaryhick.blog/2021/06/17/corroboration-that-is-all/amp/,Corroboration. That Is All. – The Binary Hick,1,0,13268462439553022,0
109,https://thebinaryhick.blog/2021/06/17/corroboration-that-is-all/amp/?__twitter_impression=true,Corroboration. That Is All. – The Binary Hick,1,0,13268462439757492,0
110,https://www.cargurus.com/Cars/Link?url=http%3A%2F%2Fwww.southernchryslerjeepdodge.com%2Finventory%2F-5J6RW2H81HL075693%3Futm_source%3Dcargurus.com%26utm_medium%3Dreferral%26utm_campaign%3Dcargurus_listings&hmac=B98BE7707D9CA6F36B97A3EF6A194844C5308B31,Pre-Owned 2017 Honda CR-V EX-L 4D Sport Utility in Norfolk #FP2776A | Southern Dodge Chrysler Jeep Ram FIAT - Norfolk Airport,1,0,13269982984099359,0
111,http://www.southernchryslerjeepdodge.com/inventory/-5J6RW2H81HL075693?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,Pre-Owned 2017 Honda CR-V EX-L 4D Sport Utility in Norfolk #FP2776A | Southern Dodge Chrysler Jeep Ram FIAT - Norfolk Airport,1,0,13269982989040653,0
112,http://www.southernchryslerjeepdodge.com/inventory/-5J6RW2H81HL075693/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,Pre-Owned 2017 Honda CR-V EX-L 4D Sport Utility in Norfolk #FP2776A | Southern Dodge Chrysler Jeep Ram FIAT - Norfolk Airport,1,0,13269982989040653,0
113,http://www.carfax.com/VehicleHistory/p/Report.cfx?partner=DEY_0&vin=5J6RW2H81HL075693&_ga=2.191029290.1041620341.1625509391-262632043.1625509391,CARFAX Vehicle History Report for this 2017 HONDA CR-V EXL: 5J6RW2H81HL075693,1,0,13269982999568607,0
114,https://www.carfax.com/VehicleHistory/p/Report.cfx?partner=DEY_0&vin=5J6RW2H81HL075693&_ga=2.191029290.1041620341.1625509391-262632043.1625509391,CARFAX Vehicle History Report for this 2017 HONDA CR-V EXL: 5J6RW2H81HL075693,1,0,13269982999568607,0
115,https://auth.carfax.com/authorize?audience=https%3A%2F%2Fwww.carfax.com%2Fapi&auth0Client=eyJuYW1lIjoiQXV0aDAuQW5kcm9pZCIsImVudiI6eyJhbmRyb2lkIjoiMzAifSwidmVyc2lvbiI6IjEuMjMuMCJ9&scope=openid%20email%20profile&response_type=code&connection=google-oauth2&code_challenge_method=S256&redirect_uri=carfax%3A%2F%2Fauth.carfax.com%2Fandroid%2Fcom.carfax.consumer%2Fcallback&state=ONmNNB9WiousjCi1W1xJUHdsip2u94_HLywy241rce4&nonce=alml3_-of-ONATEsS7zL37mIZ8SktqQNNcmGWUEYljM&code_challenge=s9og0sYOBoktwQw4dKRvtI4OZUBBHI9qXZVjmjRGnTE&client_id=jsTd8pkAqICRlYm4RMllP21PvuAzg71r,Sign in - Google Accounts,1,0,13269983947712976,0
116,https://accounts.google.com/o/oauth2/auth?response_type=code&redirect_uri=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback&scope=email%20profile&state=2ilasIyVAWa_3Hz-t4El0zlxTruP3qoi&client_id=710798668330-2qg72pkkquprfkur47ut4kmj28s360le.apps.googleusercontent.com,Sign in - Google Accounts,1,0,13269983947712976,0
117,https://accounts.google.com/o/oauth2/auth/identifier?response_type=code&redirect_uri=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback&scope=email%20profile&state=2ilasIyVAWa_3Hz-t4El0zlxTruP3qoi&client_id=710798668330-2qg72pkkquprfkur47ut4kmj28s360le.apps.googleusercontent.com&flowName=GeneralOAuthFlow,Sign in - Google Accounts,1,0,13269983948473990,0
118,https://auth.carfax.com/authorize?audience=https%3A%2F%2Fwww.carfax.com%2Fapi&auth0Client=eyJuYW1lIjoiQXV0aDAuQW5kcm9pZCIsImVudiI6eyJhbmRyb2lkIjoiMzAifSwidmVyc2lvbiI6IjEuMjMuMCJ9&scope=openid%20email%20profile&response_type=code&connection=facebook&code_challenge_method=S256&redirect_uri=carfax%3A%2F%2Fauth.carfax.com%2Fandroid%2Fcom.carfax.consumer%2Fcallback&state=cbKKr5Bb_oyA9KMUImFtyWib2PTpiL6ybtK8BRaK3qM&nonce=vDzRmnfX3TLqN3hoGCiwqdWDN-jnjWCuFoB7zShTIwY&code_challenge=eEq9JqDmreYwHHb707asldkAaOy8lUiZ9ATEB1LrO70&client_id=jsTd8pkAqICRlYm4RMllP21PvuAzg71r,Log into Facebook | Facebook,1,0,13269983953670910,0
119,https://www.facebook.com/dialog/oauth?display=touch&response_type=code&redirect_uri=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback&scope=public_profile%2Cemail&state=cNFtSPlqNQNg10ePlWe4Scv4sEfuYEy0&client_id=299084426848078,Log into Facebook | Facebook,1,0,13269983953670910,0
120,https://m.facebook.com/dialog/oauth?encrypted_query_string=AeDz0aP4BWauIcTOgpL5E7it6aQlmNzRuY9iZ0f4DCb9Xw_HXUVd2mxIneQcFxYRUoG5aL-xhFfeni1CxjC4VN9taS9kLce-AF2ndVPKjWl6laCxzNzMI8C__YPPHYPIrs1VplxrEbmsqVd5d64LmkyXt2h5NzTodlXrvD-Co5SkIZOXITlSnIl83W9bhSIECCbrTL3ewX_ExFFBJ8WHAlxsXNDAZdu9K0h7voYWpA7P4OkYUxTGHZp5b7TXWaE96iGHa-Cz3XZrIWNT3oRNRrv-fdhT1AxNwnYHHGShYTixdOojVhM,Log into Facebook | Facebook,1,0,13269983953670910,0
121,https://m.facebook.com/login.php?skip_api_login=1&api_key=299084426848078&kid_directed_site=0&app_id=299084426848078&signed_next=1&next=https%3A%2F%2Fm.facebook.com%2Fdialog%2Foauth%3Fdisplay%3Dtouch%26response_type%3Dcode%26redirect_uri%3Dhttps%253A%252F%252Fauth.carfax.com%252Flogin%252Fcallback%26scope%3Dpublic_profile%252Cemail%26state%3DcNFtSPlqNQNg10ePlWe4Scv4sEfuYEy0%26client_id%3D299084426848078%26ret%3Dlogin%26fbapp_pres%3D0%26logger_id%3D5d9c71e2-11c0-4adc-892b-de4167327793%26tp%3Dunspecified&cancel_url=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback%3Ferror%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%26state%3DcNFtSPlqNQNg10ePlWe4Scv4sEfuYEy0%23_%3D_&display=touch&locale=en_US&pl_dbl=0&refsrc=deprecated&_rdr,Log into Facebook | Facebook,1,0,13269983953670910,0
122,https://auth.carfax.com/authorize?audience=https%3A%2F%2Fwww.carfax.com%2Fapi&auth0Client=eyJuYW1lIjoiQXV0aDAuQW5kcm9pZCIsImVudiI6eyJhbmRyb2lkIjoiMzAifSwidmVyc2lvbiI6IjEuMjMuMCJ9&scope=openid%20email%20profile&response_type=code&connection=google-oauth2&code_challenge_method=S256&redirect_uri=carfax%3A%2F%2Fauth.carfax.com%2Fandroid%2Fcom.carfax.consumer%2Fcallback&state=YHCylZAT2gWANiEsdQrmOlop22qT5bfV90AE66XCHjU&nonce=OawDAYfI_JeuzuJraQjdwjFQcjH6YsCatruV-9Mfd2Y&code_challenge=SnRf-d-7lasz8wCT5uPbND8pjQoAHIE79Hk87Y3WZQc&client_id=jsTd8pkAqICRlYm4RMllP21PvuAzg71r,Sign in - Google Accounts,1,0,13269984022419234,0
123,https://accounts.google.com/o/oauth2/auth?response_type=code&redirect_uri=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback&scope=email%20profile&state=orvNFeKbC9KY6b-2XjbSXXmPIxjQ7Wla&client_id=710798668330-2qg72pkkquprfkur47ut4kmj28s360le.apps.googleusercontent.com,Sign in - Google Accounts,1,0,13269984022419234,0
124,https://accounts.google.com/o/oauth2/auth/identifier?response_type=code&redirect_uri=https%3A%2F%2Fauth.carfax.com%2Flogin%2Fcallback&scope=email%20profile&state=orvNFeKbC9KY6b-2XjbSXXmPIxjQ7Wla&client_id=710798668330-2qg72pkkquprfkur47ut4kmj28s360le.apps.googleusercontent.com&flowName=GeneralOAuthFlow,Sign in - Google Accounts,1,0,13269984023156970,0
125,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8,cheap obd scanner - Google Search,1,0,13269984247912720,0
126,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:3.809523820877075,cheap obd scanner - Google Search,1,0,13269984256689625,0
127,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:42.66666793823242,cheap obd scanner - Google Search,1,0,13269984256994848,0
128,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:44.57143020629883,cheap obd scanner - Google Search,1,0,13269984257295515,0
129,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:46.47618865966797,cheap obd scanner - Google Search,1,0,13269984257612556,0
130,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:66.28571319580078,cheap obd scanner - Google Search,1,0,13269984257914197,0
131,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:72.38095092773438,cheap obd scanner - Google Search,1,0,13269984258214003,0
132,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:75.04762268066406,cheap obd scanner - Google Search,1,0,13269984258515673,0
133,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:77.33333587646484,cheap obd scanner - Google Search,1,0,13269984258818040,0
134,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:78.0952377319336,cheap obd scanner - Google Search,1,0,13269984259115822,0
135,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:81.52381134033203,cheap obd scanner - Google Search,1,0,13269984259415771,0
136,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:91.42857360839844,cheap obd scanner - Google Search,1,0,13269984259717755,0
137,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:97.9047622680664,cheap obd scanner - Google Search,1,0,13269984260021445,0
138,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:94.0952377319336,cheap obd scanner - Google Search,1,0,13269984260323026,0
139,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:79.23809814453125,cheap obd scanner - Google Search,1,0,13269984260622494,0
140,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:68.57142639160156,cheap obd scanner - Google Search,1,0,13269984260931175,0
141,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:63.619049072265625,cheap obd scanner - Google Search,1,0,13269984261231060,0
142,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:67.80952453613281,cheap obd scanner - Google Search,1,0,13269984261530862,0
143,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:70.85713958740234,cheap obd scanner - Google Search,1,0,13269984261838532,0
144,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:76.95237731933594,cheap obd scanner - Google Search,1,0,13269984262321063,0
145,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:158.85714721679688,cheap obd scanner - Google Search,1,0,13269984262621475,0
146,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:159.61904907226562,cheap obd scanner - Google Search,1,0,13269984262925846,0
147,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:164.57142639160156,cheap obd scanner - Google Search,1,0,13269984263372507,0
148,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:212.95237731933594,cheap obd scanner - Google Search,1,0,13269984263671088,0
149,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:267.80950927734375,cheap obd scanner - Google Search,1,0,13269984263971757,0
150,https://www.google.com/search?q=cheap+obd+scanner&oq=cheap+odb+&aqs=chrome.1.69i57j0i13l2j0i13i30j0i10i13i30.4316j0j7&client=ms-android-samsung-gn-rev1&sourceid=chrome-mobile&ie=UTF-8#scso=_-FLjYKHpJ7m4qtsPxtC3gAM37:281.9047546386719,cheap obd scanner - Google Search,1,0,13269984264271818,0
