_id,name,numeric,mcc,mnc,carrier_id,apn,user,server,password,proxy,port,mmsproxy,mmsport,mmsc,authtype,type,current,current1,sim_slot,protocol,roaming_protocol,carrier_enabled,bearer,bearer_bitmask,network_type_bitmask,mvno_type,mvno_match_data,sub_id,profile_id,modem_cognitive,max_conns,wait_time,max_conns_time,mtu,edited,user_visible,user_editable,owned_by,apn_set_id,roaming,skip_464xlat
655,Virgin Media Mobile Internet,23438,234,38,-1,goto.virginmobile.uk,user,,,,,193.30.166.2,8080,http://mms.virginmobile.co.uk:8002,1,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
656,ims,23438,234,38,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,1280,0,0,0,1,0,0,-1
657,hos,23438,234,38,-1,hos,,,,,,,,,-1,xcap,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,1280,0,0,0,1,0,0,-1
658,Jump,23439,234,39,-1,Jump,,,,,,164.39.236.69,80,http://mmsc.mobi/servlets/mms,-1,,,,-1,IP,IP,1,0,0,0,spn,Jump,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
659,Internet,23439,234,39,-1,gamma.co.uk,,,,,,164.39.236.69,80,http://mms.gamma.co.uk/servlets/mms,1,,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
660,mms,23450,234,50,-1,mms,mms,,mms,,,212.9.19.199,3130,http://mms.surfmail.com/mmsc,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
661,internet,23450,234,50,-1,pepper,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
662,Truphone,23450,234,50,-1,truphone.com,,,,,,,,http://mmsc.truphone.com:1981/mm1,-1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,imsi,234500008,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
663,Truphone,23450,234,50,-1,truphone.com,,,,,,,,http://mmsc.truphone.com:1981/mm1,-1,"default,supl,mms,dun",,,-1,IP,IP,1,0,0,0,imsi,2345070995,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
664,internet,23455,234,55,-1,internet,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
665,mms,23455,234,55,-1,mms,,,,,,10.0.3.101,80,http://mmsc.gprs.cw.com/,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
666,Internet,23457,234,57,-1,mobile.sky,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
667,MMS,23457,234,57,-1,mms.mobile.sky,,,,,,185.110.178.97,9028,http://185.110.178.96:38090/was,1,mms,,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
668,3G HSDPA,23458,234,58,-1,3gpronto,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
669,MMS,23458,234,58,-1,mms.manxpronto.net,mms,,mms,,,195.010.099.046,8080,http://mms.manxpronto.net:8002/,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
670,MMS,23458,234,58,-1,mms.prontogo.net,mmsgo,,mmsgo,,,195.010.099.041,8080,http://mms.manxpronto.net:8002/,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
671,Internet,23458,234,58,-1,internet,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
672,Internet,23458,234,58,-1,web.prontogo.net,webgo,,webgo,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
673,Internet,23471,234,71,-1,rdm.internet,,,,,,,,,1,default,,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
674,MMS,23471,234,71,-1,rdm.intranet,,,,,,149.254.201.135,8080,http://mms/,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
675,ims,23471,234,71,-1,ims,,,,,,,,,-1,"ims,xcap",,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
676,PSCS,23471,234,71,-1,cae.mcp,,,,,,,,,-1,supl,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
677,Internet,23486,234,86,-1,everywhere,eesecure,,secure,,,,,,1,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
678,MMS,23486,234,86,-1,eezone,eesecure,,secure,,,149.254.201.135,8080,http://mms/,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
679,ims,23486,234,86,-1,ims,,,,,,,,,1,ims,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
680,EE Emergency,23486,234,86,-1,sos,,,,,,,,,-1,Emergency,,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
681,3,23594,235,94,-1,three.co.uk,,,,,,mms.three.co.uk,8799,http://mms.um.three.co.uk:10021/mmsc,-1,"default,supl,mms,xcap",,,-1,IPV4V6,IPV4,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
682,3hotspot,23594,235,94,-1,3hotspot,,,,,,,,,0,dun,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
683,IMS,23594,235,94,-1,ims,,,,,,,,,0,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
684,TDC,23801,238,01,-1,internet,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
685,TDC MMS,23801,238,01,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
686,TDC Internet,23801,238,01,-1,internet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,2380101xxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
687,TDC MMS,23801,238,01,-1,mms,,,,,,194.182.251.15,8080,http://mmsc.tdc.dk:8002,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,2380101xxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
688,TDC Internet Sweden,23801,238,01,-1,internet.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,2380172,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
689,TDC MMS Sweden,23801,238,01,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,2380172,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
690,TDC Internet Norway,23801,238,01,-1,internet.no,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,2380171,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
691,TDC MMS Norway,23801,238,01,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,2380171,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
692,TDC Internet Finland,23801,238,01,-1,inet.tdc.fi,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,23801730,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
693,TDC MMS Finland,23801,238,01,-1,mms.tdc.fi,,,,,,10.1.12.2,8080,http://mmsc.tdc.fi,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,23801730,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
694,Telmore Internet,23801,238,01,-1,internet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,23801381,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
695,Telmore MMS,23801,238,01,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,23801381,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
696,IMS,23801,238,01,-1,ims,,,,,,,,,-1,ims,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
697,XCAP,23801,238,01,-1,XCAP,,,,,,,,,-1,xcap,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
698,TELMORE WAP,23801,238,01,-1,wap,,,,194.182.251.15,8080,,,,0,default,,,-1,IP,IP,1,0,0,0,spn,TELMORE,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
699,Telenor Internet,23802,238,02,-1,Internet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
700,Telenor MMS,23802,238,02,-1,telenor,,,,,,212.88.64.8,8080,http://mms.telenor.dk,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
701,ims,23802,238,02,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
702,xcap,23802,238,02,-1,XCAP,,,,,,,,,-1,xcap,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
703,3 Locked,23806,238,06,-1,data.tre.dk,,,,,,mmsproxy.3.dk,8799,http://mms.3.dk,1,"default,supl,mms,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
704,ims,23806,238,06,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
705,services,23806,238,06,-1,services,,,,,,mmsproxy.3.dk,8799,http://mms.3.dk,1,"mms,xcap",,,-1,IPV4V6,IPV4V6,1,18,131072,131072,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
706,TDC,23810,238,10,-1,internet,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
707,TDC MMS,23810,238,10,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
708,IMS,23810,238,10,-1,ims,,,,,,,,,-1,ims,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
709,XCAP,23810,238,10,-1,XCAP,,,,,,,,,-1,xcap,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
710,Lycamobile,23812,238,12,-1,data.lycamobile.dk,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Lycamobile,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
711,Telia SurfPort,23820,238,20,-1,www.internet.mtelia.dk,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
712,Telia MMS,23820,238,20,-1,www.mms.mtelia.dk,,,,,,193.209.134.131,8080,http://mms.telia.dk,-1,mms,,,-1,IP,IP,1,0,0,0,imsi,2382010x,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
713,IMS,23820,238,20,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
714,HOS,23820,238,20,-1,hos,,,,,,,,,-1,xcap,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
715,Internet,23820,238,20,-1,webSP,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,2382094,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
716,MMS,23820,238,20,-1,mmsSP,,,,,,193.209.134.131,8080,http://mms.telia.dk,1,mms,,,-1,IP,IP,1,0,0,0,imsi,2382094,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
717,DLG Tele GPRS,23820,238,20,-1,webSP,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,DLG Tele,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
718,DLG Tele MMS,23820,238,20,-1,mmsSP,,,,,,193.209.134.131,8080,http://mms.telia.dk,-1,mms,,,-1,IP,IP,1,0,0,0,spn,DLG Tele,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
719,Orange DE,23830,238,30,-1,web.orange.dk,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
720,Telia SurfPort,23830,238,30,-1,www.internet.mtelia.dk,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
721,Telia MMS,23830,238,30,-1,www.mms.mtelia.dk,,,,,,193.209.134.131,8080,http://mms.telia.dk,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
722,IMS,23830,238,30,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
723,HOS,23830,238,30,-1,hos,,,,,,,,,-1,xcap,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
724,Telenor Internet,23877,238,77,-1,internet,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
725,Telenor MMS,23877,238,77,-1,telenor,,,,,,212.88.64.8,8080,http://mms.telenor.dk,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
726,ims,23877,238,77,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
727,xcap,23877,238,77,-1,XCAP,,,,,,,,,-1,xcap,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
728,Telia MMS,24001,240,01,-1,mms.telia.se,,,,,,193.209.134.132,80,http://mmsc,0,mms,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
729,Telia SE IMS,24001,240,01,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
730,Telia SE XCAP,24001,240,01,-1,hos,,,,,,,,,-1,xcap,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
731,Telia Internet,24001,240,01,-1,online.telia.se,,,,,,,,,-1,"default,supl",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
732,Halebop Internet,24001,240,01,-1,halebop.telia.se,,,,,,,,,1,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,imsi,240017xxxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
733,Halebop MMS,24001,240,01,-1,mms.telia.se,,,,,,193.209.134.132,80,http://mmsc,1,mms,,,-1,IP,IP,1,0,0,0,imsi,240017xxxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
734,Halebop IMS,24001,240,01,-1,ims,,,,,,,,,0,ims,,,-1,IPV4V6,IP,1,0,0,0,imsi,240017xxxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
735,Halebop XCAP,24001,240,01,-1,hos,,,,,,,,,0,xcap,,,-1,IPV4V6,IP,1,0,0,0,imsi,240017xxxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
736,3,24002,240,02,-1,data.tre.se,,,,,,mmsproxy.tre.se,8799,http://mms.tre.se,1,"default,supl,mms,xcap",,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
737,ims,24002,240,02,-1,ims,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
738,services,24002,240,02,-1,services,,,,,,mmsproxy.tre.se,8799,http://mms.tre.se,1,"xcap,mms",,,-1,IPV4V6,IPV4V6,1,0,131072,131072,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
739,3,24004,240,04,-1,data.tre.se,,,,,,mmsproxy.tre.se,8799,http://mms.tre.se,-1,"default,supl,mms",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
740,Tele2 Internet,24005,240,05,-1,4g.tele2.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
741,Tele2 MMS,24005,240,05,-1,4g.tele2.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
742,Tele2 Internet 3G,24005,240,05,-1,internet.tele2.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
743,Tele2 MMS 3G,24005,240,05,-1,internet.tele2.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
744,Telia MMS,24005,240,05,-1,mms.telia.se,,,,,,193.209.134.132,80,http://mmss,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Telia,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
745,Telia,24005,240,05,-1,online.telia.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Telia,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
746,Halebop Internet,24005,240,05,-1,halebop.telia.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Halebop,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
747,Halebop MMS,24005,240,05,-1,mms.telia.se,,,,,,193.209.134.132,80,http://mmss,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Halebop,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
748,Internet,24006,240,06,-1,internet,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
749,MMS,24006,240,06,-1,mms,,,,,,,,http://mms.media,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
750,Tele2,24007,240,07,-1,internet.tele2.at,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,64,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
751,Tele2 4G,24007,240,07,-1,4g.tele2.se,,,,,,mmsproxy.tele2.se,8080,http://mmsc.tele2.se,-1,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
752,Tele2 Internet 3G,24007,240,07,-1,internet.tele2.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
753,Tele2 MMS 3G,24007,240,07,-1,internet.tele2.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
754,Tele2 IMS,24007,240,07,-1,IMS,,,,,,,,,-1,ims,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
755,Tele2 Internet,24007,240,07,-1,internet.tele2.no,,,,,,193.12.40.14,8080,http://mmsc.tele2.no,-1,"default,supl,mms",,,-1,IP,IP,1,0,0,0,imsi,2400768xxxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
756,Jump,24007,240,07,-1,Jump,,,,,,164.39.236.69,80,http://mmsc.mobi/servlets/mms,-1,,,,-1,IP,IP,1,0,0,0,spn,Jump,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
757,Gamma Data,24007,240,07,-1,gamma.co.uk,,,,,,164.39.236.69,80,http://mms.gamma.co.uk/servlets/mms,-1,,,,-1,IP,IP,1,0,0,0,imsi,24007561,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
758,Internet,24007,240,07,-1,mobile.sky,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
759,MMS,24007,240,07,-1,mms.mobile.sky,,,,,,185.110.178.97,9028,http://185.110.178.96:38090/was,1,mms,,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
760,IMS,24007,240,07,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
761,Ut,24007,240,07,-1,ut.mobile.sky,,,,,,,,,-1,xcap,,,-1,IP,IP,1,0,0,0,gid,0C,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
762,Sky MMS VoWiFi,24007,240,07,-1,wifi.mms.mobile.sky,,,,,,185.110.178.97,9028,http://185.110.178.96:38090/was,1,mms,,,-1,IP,IP,1,0,131072,131072,gid,0C,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
763,Tele2 Internet,24007,240,07,-1,internet.tele2.nl,,,,,,193.12.40.64,8080,http://mmsc.tele2.nl,1,"default,supl,mms,xcap",,,-1,IPV4V6,IP,1,0,0,0,spn,Tele2 NL,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
764,Tele2 IMS,24007,240,07,-1,IMS,,,,,,,,,-1,ims,,,-1,IPV6,IP,1,0,0,0,spn,Tele2 NL,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
765,SberMobile IMS,24007,240,07,-1,ims,,,,,,,,,-1,ims,,,-1,IP,IP,1,0,0,0,gid,FA3207FFFFFFFFFFFFFF,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
766,SberMobile Internet,24007,240,07,-1,internet.sberbank-tele.com,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,gid,FA3207FFFFFFFFFFFFFF,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
767,SberMobile MMS,24007,240,07,-1,mms.sberbank-tele.com,,,,,,10.77.36.100,8080,http://mmsc,-1,mms,,,-1,IP,IP,1,0,0,0,gid,FA3207FFFFFFFFFFFFFF,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
768,Telenor Mobilsurf,24008,240,08,-1,services.telenor.se,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
769,Telenor MMS,24008,240,08,-1,mms,,,,,,172.30.253.241,8799,http://mms,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
770,Telenor IMS,24008,240,08,-1,IMS,,,,,,,,,0,ims,,,-1,IPV6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,0,1,1,0,0,-1
771,TelenorMobilsurf,24009,240,09,-1,services.telenor.se,,,,173.30.253.241,8799,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
772,Telenor MMS,24009,240,09,-1,services.telenor.se,,,,,,173.30.253.241,8799,http://mms,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
773,Spring GPRS,24010,240,10,-1,data.springmobil.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
774,Spring MMS,24010,240,10,-1,mms.springmobil.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
775,Lycamobile,24012,240,12,-1,data.lycamobile.se,,,,,,,,,1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Lycamobile,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
776,TDC Internet Sweden,24014,240,14,-1,internet.se,,,,,,,,,-1,default,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
777,TDC MMS Sweden,24014,240,14,-1,mms,,,,,,inetproxy.tdc.dk,8080,http://mmsc.tdc.dk:8002,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
778,Halebop Internet,240017,240,017,-1,halebop.telia.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
779,Halebop MMS,240017,240,017,-1,mms.telia.se,mms,,telia,,,193.209.134.132,9201,http://mmss,-1,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
780,Tele2 Internet,24024,240,24,-1,4g.tele2.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
781,Tele2 MMS,24024,240,24,-1,4g.tele2.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
782,Tele2 Internet 3G,24024,240,24,-1,internet.tele2.se,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
783,Tele2 MMS 3G,24024,240,24,-1,internet.tele2.se,,,,,,130.244.202.30,8080,http://mmsc.tele2.se,-1,mms,,,-1,IP,IP,1,0,0,0,spn,Tele2,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
784,Ventelo Internett,24201,242,01,-1,internet.ventelo.no,,,,,,,,,-1,"default,supl",,,-1,IP,IP,1,0,0,0,imsi,24201700xxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
785,Ventelo MMS,24201,242,01,-1,mms.ventelo.no,ventelo,,1111,,,10.10.10.11,8080,http://mmsc/,1,mms,,,-1,IP,IP,1,0,0,0,imsi,24201700xxxxxxx,1,0,0,20,0,300,0,0,1,1,1,0,0,-1
