start_time,end_time,uptime,cputime,process_name,uid,pid,process_usage
1626925725719,1626926025826,300108,2324670,com.android.systemui,10060,1995,28400
1626925725719,1626926025826,300108,2324670,android.hardware.sensors@2.0-service.multihal,1000,859,23250
1626926025826,1626926326019,300193,2322580,com.google.android.apps.maps,10224,28670,108230
1626926025826,1626926326019,300193,2322580,system_server,1000,1100,74860
1626926025826,1626926326019,300193,2322580,surfaceflinger,1000,989,47310
1626926025826,1626926326019,300193,2322580,com.android.systemui,10060,1995,28210
1626926025826,1626926326019,300193,2322580,android.hardware.sensors@2.0-service.multihal,1000,859,23170
1626926326019,1626926626222,300203,2327650,com.google.android.apps.maps,10224,28670,106980
1626926326019,1626926626222,300203,2327650,system_server,1000,1100,77580
1626926326019,1626926626222,300203,2327650,surfaceflinger,1000,989,45890
1626926326019,1626926626222,300203,2327650,com.android.systemui,10060,1995,27180
1626926326019,1626926626222,300203,2327650,android.hardware.sensors@2.0-service.multihal,1000,859,22190
1626926626222,1626926926429,300206,2332790,com.google.android.apps.maps,10224,28670,107970
1626926626222,1626926926429,300206,2332790,system_server,1000,1100,74180
1626926626222,1626926926429,300206,2332790,surfaceflinger,1000,989,47080
1626926626222,1626926926429,300206,2332790,com.android.systemui,10060,1995,28060
1626926626222,1626926926429,300206,2332790,android.hardware.sensors@2.0-service.multihal,1000,859,22530
1626926926429,1626927226584,300155,2332520,com.google.android.apps.maps,10224,28670,100820
1626926926429,1626927226584,300155,2332520,system_server,1000,1100,73070
1626926926429,1626927226584,300155,2332520,surfaceflinger,1000,989,46930
1626926926429,1626927226584,300155,2332520,com.android.systemui,10060,1995,27330
1626926926429,1626927226584,300155,2332520,android.hardware.sensors@2.0-service.multihal,1000,859,21670
1626927226584,1626927526784,300201,2343970,com.google.android.apps.maps,10224,28670,83310
1626927226584,1626927526784,300201,2343970,system_server,1000,1100,69450
1626927226584,1626927526784,300201,2343970,surfaceflinger,1000,989,38290
1626927226584,1626927526784,300201,2343970,com.android.systemui,10060,1995,27790
1626927226584,1626927526784,300201,2343970,android.hardware.sensors@2.0-service.multihal,1000,859,21540
1626927526784,1626927826963,300178,2332870,com.google.android.apps.maps,10224,28670,109120
1626927526784,1626927826963,300178,2332870,system_server,1000,1100,72960
1626927526784,1626927826963,300178,2332870,surfaceflinger,1000,989,48500
1626927526784,1626927826963,300178,2332870,com.android.systemui,10060,1995,27470
1626927526784,1626927826963,300178,2332870,android.hardware.sensors@2.0-service.multihal,1000,859,23030
1626927826963,1626928127143,300180,2330700,com.google.android.apps.maps,10224,28670,104530
1626927826963,1626928127143,300180,2330700,system_server,1000,1100,75680
1626927826963,1626928127143,300180,2330700,surfaceflinger,1000,989,47810
1626927826963,1626928127143,300180,2330700,com.android.systemui,10060,1995,27920
1626927826963,1626928127143,300180,2330700,android.hardware.sensors@2.0-service.multihal,1000,859,23130
1626928127143,1626928427341,300199,2331680,com.google.android.apps.maps,10224,28670,103530
1626928127143,1626928427341,300199,2331680,system_server,1000,1100,75710
1626928127143,1626928427341,300199,2331680,surfaceflinger,1000,989,47430
1626928127143,1626928427341,300199,2331680,com.android.systemui,10060,1995,27980
1626928127143,1626928427341,300199,2331680,android.hardware.sensors@2.0-service.multihal,1000,859,23250
1626928427341,1626928727526,300184,2335680,com.google.android.apps.maps,10224,28670,114410
1626928427341,1626928727526,300184,2335680,system_server,1000,1100,75020
1626928427341,1626928727526,300184,2335680,surfaceflinger,1000,989,48760
1626928427341,1626928727526,300184,2335680,com.android.systemui,10060,1995,27930
1626928427341,1626928727526,300184,2335680,android.hardware.sensors@2.0-service.multihal,1000,859,22810
1626928727526,1626929027696,300170,2329620,com.google.android.apps.maps,10224,28670,93410
1626928727526,1626929027696,300170,2329620,system_server,1000,1100,66590
1626928727526,1626929027696,300170,2329620,surfaceflinger,1000,989,44930
1626928727526,1626929027696,300170,2329620,com.android.systemui,10060,1995,28370
1626928727526,1626929027696,300170,2329620,android.hardware.sensors@2.0-service.multihal,1000,859,21500
1626929027696,1626929327870,300174,2331980,com.google.android.apps.maps,10224,28670,92650
1626929027696,1626929327870,300174,2331980,system_server,1000,1100,64230
1626929027696,1626929327870,300174,2331980,surfaceflinger,1000,989,46720
1626929027696,1626929327870,300174,2331980,com.android.systemui,10060,1995,27580
1626929027696,1626929327870,300174,2331980,android.hardware.sensors@2.0-service.multihal,1000,859,20360
1626929327870,1626929628063,300193,2326390,com.google.android.apps.maps,10224,28670,105650
1626929327870,1626929628063,300193,2326390,system_server,1000,1100,68350
1626929327870,1626929628063,300193,2326390,surfaceflinger,1000,989,47260
1626929327870,1626929628063,300193,2326390,com.android.systemui,10060,1995,27320
1626929327870,1626929628063,300193,2326390,android.hardware.sensors@2.0-service.multihal,1000,859,21060
1626929628063,1626929928281,300219,2328490,com.google.android.apps.maps,10224,28670,111940
1626929628063,1626929928281,300219,2328490,system_server,1000,1100,69780
1626929628063,1626929928281,300219,2328490,surfaceflinger,1000,989,45540
1626929628063,1626929928281,300219,2328490,com.android.systemui,10060,1995,28020
1626929628063,1626929928281,300219,2328490,android.hardware.sensors@2.0-service.multihal,1000,859,23450
1626929928281,1626930228446,300164,2336140,com.google.android.apps.maps,10224,28670,86550
1626929928281,1626930228446,300164,2336140,surfaceflinger,1000,989,77920
1626929928281,1626930228446,300164,2336140,com.google.android.youtube,10246,31834,77240
1626929928281,1626930228446,300164,2336140,system_server,1000,1100,74000
1626929928281,1626930228446,300164,2336140,android.hardware.graphics.composer@2.4-service,1000,855,35940
1626930228446,1626930528665,300220,2342930,com.google.android.youtube,10246,31834,152980
1626930228446,1626930528665,300220,2342930,surfaceflinger,1000,989,119310
1626930228446,1626930528665,300220,2342930,system_server,1000,1100,67630
1626930228446,1626930528665,300220,2342930,android.hardware.graphics.composer@2.4-service,1000,855,62140
1626930228446,1626930528665,300220,2342930,com.google.android.apps.maps,10224,28670,61160
1626930528665,1626930828828,300162,2331660,surfaceflinger,1000,989,131750
1626930528665,1626930828828,300162,2331660,com.google.android.youtube,10246,31834,82350
1626930528665,1626930828828,300162,2331660,com.google.android.apps.maps,10224,28670,73010
1626930528665,1626930828828,300162,2331660,android.hardware.graphics.composer@2.4-service,1000,855,72980
1626930528665,1626930828828,300162,2331660,system_server,1000,1100,68840
1626930828828,1626931129025,300197,2333960,com.google.android.youtube,10246,31834,124580
1626930828828,1626931129025,300197,2333960,surfaceflinger,1000,989,122270
1626930828828,1626931129025,300197,2333960,system_server,1000,1100,68950
1626930828828,1626931129025,300197,2333960,com.google.android.apps.maps,10224,28670,67690
1626930828828,1626931129025,300197,2333960,android.hardware.graphics.composer@2.4-service,1000,855,64210
1626931129025,1626931429212,300187,2344690,com.google.android.youtube,10246,31834,168470
1626931129025,1626931429212,300187,2344690,surfaceflinger,1000,989,114950
1626931129025,1626931429212,300187,2344690,system_server,1000,1100,68040
1626931129025,1626931429212,300187,2344690,com.google.android.apps.maps,10224,28670,60490
1626931129025,1626931429212,300187,2344690,android.hardware.graphics.composer@2.4-service,1000,855,57340
1626931429212,1626932423031,300171,2348170,system_server,1000,1100,47780
1626931429212,1626932423031,300171,2348170,com.google.android.youtube,10246,31834,40000
1626931429212,1626932423031,300171,2348170,com.google.android.apps.maps,10224,28670,38040
1626931429212,1626932423031,300171,2348170,surfaceflinger,1000,989,36860
1626931429212,1626932423031,300171,2348170,com.samsung.android.game.gamehome,10094,17266,19180
1626932423031,1626935013441,300214,2373700,system_server,1000,1100,28120
1626932423031,1626935013441,300214,2373700,com.samsung.android.game.gamehome,10094,17266,24400
1626932423031,1626935013441,300214,2373700,com.google.android.gms,10103,16613,9960
1626932423031,1626935013441,300214,2373700,android.system.suspend@1.0-service,1000,706,8370
1626932423031,1626935013441,300214,2373700,kworker/u16:7,0,8762,4060
1626935013441,1626939894026,300205,2359380,system_server,1000,1100,32990
1626935013441,1626939894026,300205,2359380,com.samsung.android.game.gamehome,10094,17266,21990
1626935013441,1626939894026,300205,2359380,android.system.suspend@1.0-service,1000,706,19860
1626935013441,1626939894026,300205,2359380,com.google.android.gms.persistent,10103,18416,8520
1626935013441,1626939894026,300205,2359380,ueventd,0,593,6520
1626939894026,1626945856997,300136,2364700,com.samsung.android.game.gamehome,10094,17266,23790
1626939894026,1626945856997,300136,2364700,system_server,1000,1100,19260
1626939894026,1626945856997,300136,2364700,android.system.suspend@1.0-service,1000,706,16510
1626939894026,1626945856997,300136,2364700,com.google.android.gms.persistent,10103,18416,5650
1626939894026,1626945856997,300136,2364700,ueventd,0,593,5480
1626945856997,1626951854136,300165,2370270,system_server,1000,1100,17290
1626945856997,1626951854136,300165,2370270,android.system.suspend@1.0-service,1000,706,15410
1626945856997,1626951854136,300165,2370270,com.samsung.android.game.gamehome,10094,17266,13090
1626945856997,1626951854136,300165,2370270,ueventd,0,593,5000
1626945856997,1626951854136,300165,2370270,com.google.android.gms.persistent,10103,18416,4050
1626951854136,1626959506702,300220,2365980,system_server,1000,1100,26660
1626951854136,1626959506702,300220,2365980,android.system.suspend@1.0-service,1000,706,20810
1626951854136,1626959506702,300220,2365980,com.google.android.gms.persistent,10103,18416,8850
1626951854136,1626959506702,300220,2365980,ueventd,0,593,6720
1626951854136,1626959506702,300220,2365980,com.android.bluetooth,1002,3215,4210
1626959506702,1626966325460,300212,2366720,android.system.suspend@1.0-service,1000,706,21720
1626959506702,1626966325460,300212,2366720,system_server,1000,1100,20530
1626959506702,1626966325460,300212,2366720,ueventd,0,593,7030
1626959506702,1626966325460,300212,2366720,com.google.android.gms.persistent,10103,18416,3590
1626959506702,1626966325460,300212,2366720,com.sec.android.sdhms,1000,4296,3090
1626966325460,1626974438710,300187,2365180,android.system.suspend@1.0-service,1000,706,22230
1626966325460,1626974438710,300187,2365180,system_server,1000,1100,18740
1626966325460,1626974438710,300187,2365180,ueventd,0,593,6900
1626966325460,1626974438710,300187,2365180,com.google.android.gms.persistent,10103,18416,3660
1626966325460,1626974438710,300187,2365180,com.sec.android.sdhms,1000,4296,3290
1626974438710,1626978005479,300233,2356770,system_server,1000,1100,44330
1626974438710,1626978005479,300233,2356770,com.google.android.youtube,10246,31834,27620
1626974438710,1626978005479,300233,2356770,surfaceflinger,1000,989,22590
1626974438710,1626978005479,300233,2356770,android.system.suspend@1.0-service,1000,706,14650
1626974438710,1626978005479,300233,2356770,com.android.systemui,10060,1995,8240
1626978005479,1626978305688,300209,2331400,com.google.android.youtube,10246,31834,111020
1626978005479,1626978305688,300209,2331400,surfaceflinger,1000,989,75350
1626978005479,1626978305688,300209,2331400,system_server,1000,1100,37190
1626978005479,1626978305688,300209,2331400,media.codec,1046,1174,23810
1626978005479,1626978305688,300209,2331400,audioserver,1041,966,22780
1626978305688,1626978605865,300177,2336110,com.google.android.youtube,10246,31834,80370
1626978305688,1626978605865,300177,2336110,surfaceflinger,1000,989,69500
1626978305688,1626978605865,300177,2336110,system_server,1000,1100,25860
1626978305688,1626978605865,300177,2336110,media.codec,1046,1174,19680
1626978305688,1626978605865,300177,2336110,android.hardware.graphics.composer@2.4-service,1000,855,18370
1626978605865,1626980815956,300127,2360180,system_server,1000,1100,50060
1626978605865,1626980815956,300127,2360180,android.system.suspend@1.0-service,1000,706,16990
1626978605865,1626980815956,300127,2360180,surfaceflinger,1000,989,10390
1626978605865,1626980815956,300127,2360180,com.android.systemui,10060,1995,9720
1626978605865,1626980815956,300127,2360180,com.instagram.android,10300,23772,8140
1626980815956,1626981116211,300254,2366250,system_server,1000,1100,47280
1626980815956,1626981116211,300254,2366250,surfaceflinger,1000,989,22390
1626980815956,1626981116211,300254,2366250,com.android.settings,0,18703,15080
1626980815956,1626981116211,300254,2366250,com.android.systemui,10060,1995,10090
1626980815956,1626981116211,300254,2366250,android.hardware.graphics.composer@2.4-service,1000,855,6600
1626981116211,1626981416324,300113,2367930,system_server,1000,1100,23910
1626981116211,1626981416324,300113,2367930,surfaceflinger,1000,989,20290
1626981116211,1626981416324,300113,2367930,com.android.settings,0,18703,11600
1626981116211,1626981416324,300113,2367930,com.android.systemui,10060,1995,9970
1626981116211,1626981416324,300113,2367930,android.hardware.graphics.composer@2.4-service,1000,855,6140
1626981416324,1626981716502,300179,2330870,rcuop/7,0,70,44270
1626981416324,1626981716502,300179,2330870,adbd,2000,9734,21280
1626981416324,1626981716502,300179,2330870,kworker/u16:16,0,19942,13990
1626981416324,1626981716502,300179,2330870,kworker/u16:4,0,30474,11360
1626981416324,1626981716502,300179,2330870,kworker/u16:5,0,30843,10330
1626981716502,1626982016704,300202,2324250,adbd,2000,9734,95760
1626981716502,1626982016704,300202,2324250,kworker/u17:0,0,26166,26060
1626981716502,1626982016704,300202,2324250,kworker/u17:2,0,6917,25790
1626981716502,1626982016704,300202,2324250,smdexe,0,10314,25130
1626981716502,1626982016704,300202,2324250,falcon,2000,10265,21870
