_id,mnoname,smartwifirssia,smartwifirssib,smartwifirssic,smartwifirssiroveinwifionly,smartwifirssiroveoutwifionly,smartwifirssiroveinvoice,smartwifirsrp1,smartwifirsrp2,smartwifirsrp3,smartwifirsrqroveout,smartwifirsrqroveinweak,smartwifirsrqrovein,smartwificdmarssi,smartwifisnrrovein,smartwifisnrroveout,smartwifigsmeciorovein,smartwifigsmecioroveout,smartwifipingaddress,smartpktlosspercentl2w,smartpktlosspercentw2l,thresholdpingrttw2l,pingpacketcount,pingpackettimeout,rtprtcplossratepercent,rtprtcplossmaxcnt,thresholddpdlatency,threshold4grovein,threshold4groveout,threshold3grovein,threshold3groveout,threshold2grovein,threshold2groveout,sysseltimer,tepdgltetimer,tepdg1xtimer,tepdg1xscantimer,hodelaytimer,wifiipconfigtimer,tepdgqualitychecktimer,tepdgltemeasurementtimer,tepdgltemeasurementcount,tepdgwifimeasurementtimer,tepdgwifimeasurementcount,idimac,idiimsi,retry_enabled_for_always_on_apn,smartwifitimer,internet_pdn_keep_alive_timer,epdgserverip,dynamic_fqdn,dynamic_userfqdn,smart_wifi_ans_integration,smart_wifi_rtcp_integration,broadcast_ho_result,attach_pdn,alwayson_apntype,vowifi_pref,ondemand_pdn_handoff,is_throttle_enabled,pcscfv4vendorattr,pcscfv6vendorattr,imeivendorattr,netinterfacenum,epdgenable,emergency_apntype,is_dpd_allowed_in_connected_mode,is_ipv6_enabled,is_ipv6_preferred,certi_path,is_using_certi,handover_support,airplane_mode_support,roaming_support,wfc_call_menu,wfc_setting_menu,wfc_quicksetting_menu
62,Telia_DK,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc020.mcc238.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
63,Telia_DK:MVNO,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc020.mcc238.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
64,Telia_SE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc240.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
65,3_SE,-74,-85,0,0,0,0,-121,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,121,100,115,99,102,60,60,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc240.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
66,Telenor_SE,-74,-85,0,0,0,0,-117,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,117,100,105,47,48,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc008.mcc240.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,ca.crt,1,1,1,1,1,1,1
67,Tele2_SE,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc007.mcc240.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
68,Telenor_NO,-74,-85,0,0,0,0,-119,0,-116,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,116,119,99,102,47,48,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc242.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
69,IceNet_NO,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc014.mcc242.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16391,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
70,Telia_NO,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc242.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
71,Elisa_FI,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc005.mcc244.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
72,DNA_FI,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc012.mcc244.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,ca.crt,1,1,1,1,1,1,1
73,Telia_FI,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc091.mcc244.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
74,Elisa_EE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc002.mcc248.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
75,Telia_EE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc248.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
76,MTS_RU,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,0,1,1
77,Megafon_RU,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,0,1,1
78,Velcom_BY,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc257.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,0,1,0,1,1
79,Beeline_RU,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc099.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,0,1,1
80,Sberbank_RU,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc050.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,0,1,1,0,1,1
81,Tattelecom_RU,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc027.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,0,0,none,0,1,1,1,0,1,1
82,Motiv_RU,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc035.mcc250.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,0,0,none,0,1,1,1,0,1,1
83,MTS_AM,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc005.mcc283.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,emergency,0,0,0,none,0,1,1,1,0,1,1
84,Vivacom_BG,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc003.mcc284.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
85,Plus_PL,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc260.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
86,TMobile_PL,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc002.mcc260.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
87,Orange_PL,-64,-75,0,-84,-90,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc003.mcc260.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
88,Play_PL,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,1,1,1,0,5400000,epdg.epc.mnc006.mcc260.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
89,26066,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,1,1,1,0,5400000,epdg.epc.mnc001.mcc260.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,0,0,1
90,TMobile_DE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,95,105,95,105,95,100,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc262.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
91,Vodafone_DE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc262.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
92,Vodafone_RO,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,94,100,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc226.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,0,1,0,1
93,Telefonica_DE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc262.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
94,Post_LU,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,105,110,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc270.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,1,none,0,1,1,1,1,0,1
95,Tango_LU,-79,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,105,110,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc077.mcc270.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,0,1
96,Vodafone_IE,-72,-79,0,0,0,0,-124,0,-118,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc234.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,0,1,0,1
97,Meteor_IE,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc272.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
98,Turkcell_TR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc001.mcc286.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
99,Vodafone_TR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc286.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
100,AVEA_TR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc286.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
101,Telekom_SI,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.epc.mnc041.mcc293.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
102,RWC_CA,-64,-75,0,0,0,0,-116,0,-104,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,104,116,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc370.mcc302.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
103,RWC_CA:TBT,-64,-75,0,0,0,0,-116,0,-104,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,104,116,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc370.mcc302.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
104,VideoTron_CA,-74,-80,0,0,0,0,-120,0,-113,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,113,120,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc500.mcc302.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,none,0,1,1,1,1,0,0
105,Bell_CA,-74,-85,0,0,0,0,-117,0,-101,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,101,117,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc610.mcc302.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,0
106,Sprint_US,-70,-80,0,0,0,0,-112,-115,-100,0,0,0,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,15,15,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.imcns.spcsdns.net,1,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
107,VZW_US,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
108,VZW_US:CCT,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
109,VZW_US:TFN,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
110,VZW_US:FKR,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
111,VZW_US:GoogleGC,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
112,VZW_US:Bluegrass,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
113,VZW_US:ChatMobility,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
114,VZW_US:NorthWest,-70,-80,-85,0,0,-70,-112,-115,-100,-15,-18,-11,0,0,0,0,0,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,120,5,3,10,10,2,3,2,3,1,1,1,0,5400000,wo.vzwwo.com,0,1,1,1,1,ims,ims,1,0,1,20,21,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
115,ATT_US:AIO,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.att.net,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,1
116,ATT_US,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.att.net,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,1
117,ATT_US:FN,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.firstnet.com,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,1
118,ATT_US:MVNO,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.att.net,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,0
119,ATT_US:GoogleGC,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.att.net,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,0
120,ATT_US:TFN,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.att.net,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,0
121,ATT_US:LLA,-74,-80,0,0,0,-74,-108,0,-90,0,0,0,0,20,-30,-11,-15,google.com,0,20,300,5,1,35,1,1000,90,108,73,93,85,30,120,120,0,0,1,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc790.mcc313.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,emergency,1,0,0,ca.crt,0,1,1,1,1,1,1
122,TMobile_US,-70,-80,0,0,0,0,-114,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,114,100,110,95,105,10,10,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc210.mcc310.pub.3gppnetwork.org,0,1,0,0,1,default,ims,1,0,1,16384,16386,16391,1,on,none,1,0,0,ca.crt,0,1,1,1,1,1,1
123,TMobile_US:TFN,-70,-80,0,0,0,0,-114,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,114,100,110,95,105,10,10,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc210.mcc310.pub.3gppnetwork.org,0,1,0,0,1,default,ims,1,0,1,16384,16386,16391,1,on,none,1,0,0,ca.crt,0,1,1,1,1,1,1
124,TMobile_US:LAB,-70,-80,0,0,0,0,-114,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,114,100,110,95,105,10,10,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc310.mcc310.pub.3gppnetwork.org,0,1,0,0,1,default,ims,1,0,1,16384,16386,16391,1,on,none,1,0,0,ca.crt,0,1,1,1,1,1,1
125,GenericIR92_US,-74,-85,0,0,0,0,-116,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,109,116,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc311.pub.3gppnetwork.org,1,1,0,0,1,default,ims,1,0,1,20,21,16391,1,on,sos,1,0,0,ca.crt,0,1,1,1,1,1,0
126,GenericIR92_US:NexTech,-74,-85,0,0,0,0,-116,0,-109,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,0,0,0,0,0,0,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc000.mcc311.pub.3gppnetwork.org,1,1,0,0,1,default,ims,1,0,1,20,21,16391,1,on,sos,1,0,0,ca.crt,0,1,1,1,1,1,0
