name,value
location:use_wifi_batching,20
wallet.clientlog.enabled_for_buyflow,true
finksy.verify_apps_enable_vole_v3,true
google_wallet:min_supported_version,930000000
gms:chimera:ChimeraCheckin__forced_checkin_moduleset_poll_retries,7
gms:clearcut_dropbox_upload_upload_max_bytes:system_server_crash,51200
global:network_scoring_ui_enabled,1
myglass_language_selection_enabled,true
location:enable_gmm_bluetooth_metrics,true
matchstick_backend_host_and_port,instantmessaging-pa.googleapis.com:443
books:read_now_cluster_refresh_minutes_oplusplus,1440
url:videos_search_suggestion_url,https://market.android.com/suggest/ rewrite https://play.google.com/video/avi/suggest/
fireperf:4381f9255967a0560828a29c2878ee48b19c19d7_limits,sampling:50
gms:common_account_experiment_1,false
meetings:enable_primes_jank_monitoring,true
checkin_dropbox_upload:SYSTEM_RECOVERY_LOG,true
khazana:primes_timer_reporting,true
games.play_now_ordering,5
vending_hide_content_rating,false
fitness.upload_sync_limit,2000
nearbymessages:first_party_whitelist,"com.google.android.apps.jamkiosk:E6A1A1EF628816E3F2BBF49BD36A0A255B5D7B54,com.google.android.apps.jamkiosk:527024372B122A89A9F09F07D1851C2CC3E7EDFB,com.google.android.gms.nearby.sample.backgroundsubscriber:61ED377E85D386A8DFEE6B864BD85B0BFAA5AF81,com.google.android.apps.testing.devicewhisperer.deviceagents.nearby:EDA6413C3E3A95492114FE07CD953AD897E40D1A"
filesgo:primes_jank_reporting,true
finsky.recovery_mode.ssu_v2_versions,81430000
finsky.PhoneskySetup__enable_p2p_restore_service,true
gal_provider_gmscore_delegation_enabled,true
newsstand:disable_auth_retry,false
gms:clearcut_dropbox_upload:system_server_watchdog,true
googlevoice_enable_primes_crash_monitoring,true
gads:separate_url_generation:enabled,true
googleit:is_primes_trace_logging_enabled,true
gms:googlehelp:fall_back_to_old_metrics_reporting,false
gearhead:sim_startup_storm_calm_timeout_ms,1000
auth_is_proximity_features_enabled,true
gms:clearcut_dropbox_upload:system_app_strictmode,true
gms:cast:mirroring_enabled,true
finsky.enable_lite_verify_installed_packages,true
finsky.dfe.send_additional_headers_unauth_requests,false
vending_sync_frequency_ms,172800000
gms:wearable:service:cloud_sync_timeout_seconds,10
fireperf:79fd053a96e7921ae8211ddaeffefe1738469b85_limits,sampling:2
gms:chimera:ChimeraCheckin__sync_phenotype_on_first_urgent_checkin,true
gms:clearcut_dropbox_upload_upload_max_bytes:system_app_anr,51200
gms:clearcut_dropbox_upload_upload_max_bytes:system_app_wtf,51200
gms:places_place_picker_use_autocomplete_adapter,true
instore.consumer.precision.advertiseConditionEvaluator.location.confidencePenaltyPerMeterError,0.06667
maps:shgn_audio_modem_broadcast_volume,11
nova-wfa.chell.aperture_enabled,false
bugle_sticker_set_list_version,3
matchstick_sender_name,Google Allo
location_sharing.settings_whitelist,"com.google.android.apps.emergencyassist,com.google.android.apps.maps,com.google.android.apps.gmm,com.google.android.apps.gmm.fishfood,com.google.android.apps.gmm.dev,com.google.android.apps.gmm.qp"
parental_control_timeout_in_ms,604800000
fireperf:f86547541ba639a7a2f953c61cabfc54f91029a8_limits,sampling:10
finsky.checkout_privacy_policy_url,https://payments.google.com/files/privacy.html?hl=%lang%
videos:vr_spatial_audio_enabled,true
people.manual_sync_min_allowance_sec,60
global:autofill_compat_allowed_packages,
location:places_place_inference_low_power_module_list,"BeaconScoring,CategoryScoring,DistanceScoring,GeoJournalScoring,HomeWorkScoring,HulkPersonaScoring,PopularityScoring,SpotterScoring,TimeBasedScoring,WifiScoring"
user_location_reporting:location_sample_default_millis,120000
finsky.offline_verify_app_enabled,true
instore.consumer.ui.home.home_activity.default_fragment,2
gearhead:feature_hotword_integration_enabled,true
gms:credentials:show_settings,true
voice_search:extra_total_result_timeout_ms,20000
fireperf:4efec2b286a95b7ea117d11a148142aafe7dd926_limits,sampling:25
gms:phenotype:configurator:service_url,https://www.googleapis.com/experimentsandconfigs/v1/getExperimentsAndConfigs
secure:web_autofill_query_url,http://android.clients.google.com/proxy/webautofill
tachyon_primes_track_package,true
droidguard_fast_fail_flows,"ad_attest,recaptcha-frame"
gms_icing_log_corpus_stats,true
auth_email_check_on_token_request_interval_sec,1
gtalk_fallback_mobile_hostports,"alt1-mtalk.google.com:5228,alt2-mtalk.google.com:5228,alt3-mtalk.google.com:5228,alt4-mtalk.google.com:5228,alt5-mtalk.google.com:5228,alt6-mtalk.google.com:5228,alt7-mtalk.google.com:5228,alt8-mtalk.google.com:5228"
videos:latest_version,31208000
music_enable_situations_for_leanback_environment,true
bugle_enable_primes_network_metrics,true
qsb:reminder_tokentype,
gearhead:frx_gsa_package,com.google.android.googlequicksearchbox:300758200
gms:perfprofile:uploader:enabled,false
books:playlog_anonymous_enabled,true
playconsole.stats_diff,3
googlevoice_hats_enable_satisfaction_survey,true
url:google_now_suggest_redirect_https,https://clients1.google.com/complete rewrite https://android.clients.google.com/proxy/gsasuggest
videos:prism_audio_preferences_enabled_vs,true
instore.consumer.intelligentCheckoutEnabled,true
secure:send_action_app_error,1
google_login_generic_auth_service,mail
gearhead:frx_install_progress_enabled,true
wallet.enable_alert_tooltip_dialog_gm2_style,true
music_cast_v2_app_id,2872939A
vending_carrier_cred_buf_ms,1800000
finsky.wear.auto_install_uninstall_blockedlist,"com.google.android.apps.enterprise.dmagent,com.weather.Weather"
society:primes_network_reporting,true
google_services:ah,Google Apps||Allows applications to sign in to Google Apps using the account(s) stored on this phone.
gms:clearcut_dropbox_upload:system_app_native_crash,true
betterbug_enable_battery_metric,true
fireperf:a0260b7329321a7e1b6a7fd62cce2e65bd6ad6ff_limits,sampling:50
reminder.server_api_path,/reminders/v1internal
checkin_dropbox_whitelist,"event_log,snet,snet_gcore,snet_launch_service,snet_idle,SYSTEM_LAST_KMSG,SYSTEM_RECOVERY_KMSG,SYSTEM_RECOVERY_LOG,SubsystemRestart"
videos:library_management_enabled,true
youtube:main:*:*:interaction_logging_enabled,true
drive:server_timeout_ms.GET./drive/*/files,20000
gms_icing_context_engine_proto_base_url,https://www.googleapis.com
videos:show_vertical_countries,"US,GB,JP,AU,CA,DE,FR,AT,CH"
googleit:is_primes_network_logging_enabled,true
gms:clearcut_dropbox_upload_strip_logcat:data_app_crash,true
games.sign_leaderboard_scores,1.00
gms_disable:com.google.android.apps.walletnfcrel,"0:disabled,930007740:enabled"
url:guc_0_url,http://lh0.googleusercontent.com/ rewrite https://lh0.googleusercontent.com/
url:guc_1_url,http://lh1.googleusercontent.com/ rewrite https://lh1.googleusercontent.com/
url:guc_2_url,http://lh2.googleusercontent.com/ rewrite https://lh2.googleusercontent.com/
ce.cm.notify_no_wfc_registration,false
url:guc_3_url,http://lh3.googleusercontent.com/ rewrite https://lh3.googleusercontent.com/
url:guc_4_url,http://lh4.googleusercontent.com/ rewrite https://lh4.googleusercontent.com/
gcm_fallback_reconnect,true
url:guc_5_url,http://lh5.googleusercontent.com/ rewrite https://lh5.googleusercontent.com/
url:guc_6_url,http://lh6.googleusercontent.com/ rewrite https://lh6.googleusercontent.com/
url:guc_7_url,http://lh7.googleusercontent.com/ rewrite https://lh7.googleusercontent.com/
url:guc_8_url,http://lh8.googleusercontent.com/ rewrite https://lh8.googleusercontent.com/
url:guc_9_url,http://lh9.googleusercontent.com/ rewrite https://lh9.googleusercontent.com/
videos:analytics_enabled,false
auth_phenotype_config_sync_after_module_init,true
fitness.min_walking_stride_ratio,0.66
checkin_collect_mvno_attributes,true
people.http_back_off_sec_404,3600
playconsole.enable_canary_halt_resume,true
camera:camcorder.metadata,false
tron:eventlog_collection_maximum_period_ms,21600000
gms:autofill:save_opt_in_enabled,true
finsky.download_bytes_mobile_recommended,104883200
secure:pubkey_blacklist,"410f36363258f30b347d12ce4863e433437806a8,c4f9663716cd5e71d6950b5f33ce041c95b435d1,e23b8d105f87710a68d9248050ebefc627be4ca6,7b2e16bc39bcd72b456e9f055d1de615b74945db,e8f91200c65cee16e039b9f883841661635f81c5,0129bcd5b448ae8d2496d1c3e19723919088e152,d33c5b41e45cc4b3be9ad6952c4ecc2528032981,e12d89f56d2276f830e6ceafa66c725c0b41a932,d9f5c6ce57ffaa39cc7ed172bd53e0d307834bd1,3ecf4bbbe46096d514bb539bb913d77aa4ef31bf,685eec0a39f668ae8fd8964f987476b4504fd2be,0e502d4dd1e160368a31f06a810431ba6f72c041,93d1532229cc2abd21dff597ee320fe4246f3d0c,f57179faea10c5438cb0c6e1cc277b6e0db2ff54,077ac7de8da558643a06c5369e554faeb3dfa166,e58e315baaeeaac6e72ec9573670ca2f254ec347,384d0c1dc477a7b3f86786d018519f589f1e9e25,c1f9f2894f2e8521507c089f362d5cd9feff7e21,11f75f354126c2c849f53f29cf929604233cf869,e0e90e95afab970b897bfb503f72cb4c06cfb4f3"
backup_restore_blacklist,"com.huawei.entitlement,com.android.providers.calllogbackup"
gcm_adaptive_heartbeat_enable_careful_increase,true
madden_scheduling_path,rpc/SchedulingService/ScheduleEvent
people.cp2_operation_batch_size,32
fireperf:2a59ed963d6ed3387ae4f355e027b0cddf8e1a59_limits,sampling:50
fireperf:a0f39ec8bbc16a4b32f7ab327c4cc82ddf9a788b_limits,sampling:50
location:software_activity_recognition_transition_enabled,false
d2d_source_enabled,true
auth_enable_droidguard_daily_run,true
qsb:corpora_config_uri_24_plus,https://www.gstatic.com/android/voicesearch/corpora_2014_03_14_v2p4OrHigher
location:placesserver.search,true
tron:dropbox_collection_enable,false
babel_call_media_type_refresh_min_delay_ms,60000
tvrecommendations:silent_full_feedback_enabled,true
finsky.install_api.enabled,true
books:notes_export_enabled,true
wallet.androidpay.get_active_cards_for_account_timeout_millis,2000
instore.consumer.precision.advertiseConditionEvaluator.locationWithBearingAdvertiseConfidenceThreshold,0.66
gcm_fallback_reconnect_on_mobile,true
gtalk_sync_heartbeat_ping_interval_ms,1680000
checkin_dropbox_upload:snet,true
gms:clearcut_dropbox_upload_upload_max_bytes:data_app_anr,51200
gms:clearcut_dropbox_upload_upload_max_bytes:data_app_wtf,51200
nts.min_wakeup_delay,0
filesgo:primes_battery_reporting,true
matchstick_display_connected_apps_in_settings,true
fmradio:min_agsa_version,500611956
finsky.verify_apps_implicit_suppress_warning,true
audiomodem:dtmf_buffer_size_seconds_per_token_byte,.35
fitness.min_running_stride_ratio,0.66
babel_foreground_periodic_warm_sync_interval_ms,30000
checkin_logging_policy:snet_idle,TAG_AND_VALUE
user_location_reporting:location_sample_min_millis,15000
finsky.default_purchase_authentication,2
fitness.enable_calories_computation,true
playconsole.enable_realtime_installs,false
secure:autofill_user_data_max_category_count,20
fireperf:8270afad52eec34159191aabea71e83cddca28a3_limits,sampling:15
babel_hangout_encoder_quality_scaling_mode,1
finsky.verify_installed_packages_enabled,true
videos:multi_audio_r,true
wallet.clientlog.enabled_for_fix_instrument,true
videos:allow_pip_mode,true
drive:disable_features_manchego,
drive:metrics_logging_mode,2
boond:apiary_root_url,https://www.googleapis.com
fireperf:2154313b3767fb3dcd8929c80cf4031627b4a9a8_limits,sampling:50
url:vending_machine_ssl_url,https://android.clients.google.com/vending/ rewrite https://android.clients.google.com/market/
ondemand_consumer:flags:active_user_hats_survey_percent,5.0
bugle_max_telemetry_upload_retries,10
gms:clearcut_dropbox_upload:system_app_anr,true
gms:clearcut_dropbox_upload:system_app_wtf,true
instore.consumer.max_location_fix_elapsed_time_nanos,300000000000
filesgo:primes_timer_reporting,true
checkin_logging_policy:faceunlock,TAG_AND_VALUE
moviemaker:new_aam_plus_system_notification_enabled_v2,FALSE
gcm_tower_enable,0
googlevoice_rateme_enabled,true
youtube:enable_innertube_guide,false
finsky.device_wide_unknown_source_block_v4,true
drive:tombstone_old_max_size,0
drive:tombstone_time_interval_ms,2592000000
wallet.clientlog.enable_fingerprint_auth_event,true
gearhead:korean_ime_enabled,true
audiomodem:whitelisted_packages,"com.google.android.gms.testapps.audiomodem.whisper,com.google.renfrew,com.google.android.apps.whispernet.helloaudio,com.google.android.libraries.testing.devicewhisperer.codesnippets.audiomodem,com.google.android.apps.access.wifi.consumer,org.chromium.ensemble.android.demo,com.google.android.apps.nbu.curator,com.google.nbu.paisa.client,com.google.nbu.paisa.merchant,com.google.android.apps.nbu.paisa.user,com.google.android.apps.nbu.paisa.merchant,com.google.android.apps.nbu.nazdeek.user,com.google.android.apps.nbu.nazdeek.merchant.cafe,com.google.android.apps.nbu.nazdeek.merchant.cab"
fitness.shareable_read_scopes,com.nike.NIKEFUEL=https://www.googleapis.com/auth/fitness.activity.read|com.adidas.jump.height=https://www.googleapis.com/auth/fitness.activity.read|com.adidas.hustle=https://www.googleapis.com/auth/fitness.activity.read|com.adidas.quickness=https://www.googleapis.com/auth/fitness.activity.read
adaptive_wifi_heartbeat_initial_interval,2
babel_sms_force_dep_19_enabled,true
moviemaker:enabled,TRUE
gms:cast:cast_nearby_device_scanner:is_enabled,true
fireperf:4b398368357ab0bed426806b7bae379e865e4c16_limits,sampling:50
auth_credentials_api_log_ui_events,true
youtube:enable_distiller_comments_5_2,true
youtube:enable_distiller_comments_5_3,false
videos:guide_distributors_countries_vs,US;41400000-:_
auth_trust_agent_sample_percentage,1.0
youtube:enable_universal_search,false
fireperf:bd1ad540d6139d4f44a07e01417bff776dcdb562_limits,sampling:50
gms.udc.analytics_latency_tracking_fraction,0.005
videos:enable_ceres_force_on_vs,41400220+:true
fireperf:48eb52cfe4debc4f1f15cadef31ddbd499db1989_limits,sampling:76
gms:chimera:enable_chimera_clearcut_logger,false
finsky.wear.auto_update_whitelist,"com.google.android.wearable.app,com.vinodkrishnan.testapp,com.google.android.apps.fitness"
gms:phenotype:configurator:interval_seconds,14400
fitness.fit_app_session_min_sync_duration_ms,1800000
gms:droidguard:low_latency_flows,"yt_player,getToken,tachyon_registration"
url:vending_machine_efe_url,https://android_efe.clients.google.com/vending/api/efe rewrite https://android.clients.google.com/market/efe/
calculator_primes_memory,true
gms:common:stats:network_usage:interval_in_seconds,7200
google_express_storeoms:crash_metric,true
photos:enable_backup_api_service,false
myglass_contact_v2_enabled,true
babel_conc_service_thread_timeout_seconds,300
gms:playlog:service:sampling_LB_A,1/100
google_wallet:show_android_pay_settings,true
location_sharing.enable_location_sharing_preference,true
fireperf:40918ffb06c5c2e90ad6c6b14cdff2e09c32961f_limits,sampling:28
flib-experiment.enable_initial_update,false
account_recovery_enabled,false
finsky.enable_details_api,true
society:primes_trace_reporting,true
youtube:main:min_app_version,115199999
fitness.fit_app_session_sync_days,90
photos:camera_shortcut,true
gads:ad_key_enabled,true
gms:clearcut_dropbox_upload:data_app_native_crash,true
url:contacts_sync_http_proxy,http://www.google.com/m8/feeds rewrite https://android.clients.google.com/proxy/contacts
url:contacts_sync_https_proxy,https://www.google.com/m8/feeds rewrite https://android.clients.google.com/proxy/contacts
auth_enable_auth_proxy,true
googleit:silent_feedback_enabled,true
videos:replay_disabled_vs,false
music_enable_oauth2_authentication,true
location:enable_hardware_geofencing,false
user_location_reporting:location_sampling_rate_analytics_throttle,10000
finsky.verify_apps_report_autoscan_lite_scan_time,true
gms:clearcut_dropbox_upload:system_app_crash,true
instore.consumer.ui.checkin.MerchantBarHelper.show_non_directory_stores,true
music_autocache_opt_in_default,false
books:hats_sample_groups,50
event:system_update,log
device_update_detail_url,https://support.google.com/android/answer/7680439?hl=en
snet_safe_browsing_logging_enabled,false
fitness.health_data_types_application_whitelist,"com.andaman7.android,com.dexcom.cgm,com.dexcom.g6,com.dexcom.cgm.mgdl,com.dexcom.cgm.mmol,com.dexcom.cgm.region1.mgdl,com.dexcom.cgm.region1.mmol,com.dexcom.cgm.region2.mgdl,com.dexcom.cgm.region2.mmol,com.dexcom.cgm.region3.mgdl,com.dexcom.cgm.region4.mmol,com.dexcom.cgm.region5.mmol,com.dexcom.cgm.region6.mmol,com.dexcom.cgm.region7.mgdl,com.dexcom.cgm.region8.mgdl,com.dexcom.cgm.region9.mgdl,com.dexcom.cgm.region10.mgdl,com.dexcom.cgm.region11.mgdl,com.dexcom.cgm.region11.mmol,com.dexcom.cgm.region12.mgdl,com.dexcom.cgm.region13.mgdl,com.dexcom.cgm.region14.mmol,com.dexcom.cgm.region15.mmol,nl.appyhapps.healthsync,uk.ac.ox.ibme.testAPP,uk.ac.ox.ibme.smwt,uk.ac.ox.ibme.gdm,com.lark.meadowlark2,com.clue.android,com.wakeup.smartband,inmovens.es.daga,com.hcl.rpm,org.ehealthinnovation.bant,org.mars3142.health,org.mars3142.health.dev,com.withings.wiscale2,com.withings.wiscale2.beta,com.getqardio.android,jp.co.arkray.android.DiabetesSmartTool,jp.co.nittsusystem.healthcare,cz.cecg.zdravel.dev,cz.cecg.zdravel.test,cz.cecg.zdravel.preprod,cz.cecg.zdravel,medicalmate.cardiocheckapp,com.orreco.myfitr.woman,com.orreco.myfitr.runner,com.orreco.myfitr.parkrun,com.alivecor.aliveecg,com.alivecor.aliveecg.debugTest,com.alivecor.aliveecg.daily,com.alivecor.aliveecg.demo,com.alivecor.aliveecg.alpha,com.alivecor.aliveecg.beta,com.omronhealthcare.omronconnect,com.omronhealthcare.omronconnect.debugTest,com.omronhealthcare.omronconnect.daily,com.omronhealthcare.omronconnect.demo,com.omronhealthcare.omronconnect.alpha,com.omronhealthcare.omronconnect.beta,it.diab,com.lifescan.reveal.adhoctest,com.lifescan.reveal.demo,com.lifescan.reveal.stage,com.lifescan.reveal,com.lifescan.reveal.plus.debug,com.lifescan.reveal.plus.nonproduction,com.lifescan.reveal.plus,co.instil.glucosemonitor,com.balanceat.beatprivatelabel,com.smartbloodpressure,de.soehnle.connect,com.lark.meadowlark2,com.lbs.ihealth,com.diabetizer.app,com.diabetizer.app.dev,com.diabetizer.app.hockey,com.diabetizer.app.hockey.dev,com.companionmedical.inpen,com.example.flopezyuste.testgooglefit,com.mobilefractals.kalenjin,com.medm.medmbp.diary,com.medm.medmbg.diary,com.medm.app.health,com.medm.medmtm.diary,com.medm.medmwt.diary,com.swissmedmobile.health,com.medm.master.health,eu.meecolabs.heartfit,com.wellsmith.phoenix.android,com.omronhealthcare.foresight,com.womanlog,com.womanlogpro"
books:enable_gifting_edu,true
voice_search:ime_backoff_languages,af:af-ZA af-NA:af-ZA ar:ar-EG ar-BH:ar-QA ar-LY:ar-EG ar-OM:ar-AE ar-PS:ar-IL bg:bg-BG ca:ca-ES ca-AD:ca-ES cs:cs-CZ da:da-DK de:de-DE de-AT:de-DE de-CH:de-DE de-LI:de-DE el:el-GR en:en-001 en-IE:en-GB en-SG:en-001 en-UK:en-GB es:es-ES fa:fa-IR fi:fi-FI fil:fil-PH fr:fr-FR fr-BE:fr-FR fr-CA:fr-FR fr-CH:fr-FR gl:gl-ES he:iw-IL he-IL:iw-IL hi:hi-IN hu:hu-HU hr:hr-HR hr-BA:hr-HR id:id-ID in:id-ID in-ID:id-ID is:is-IS it:it-IT it-CH:it-IT iw:iw-IL ja:ja-JP ko:ko-KR lt:lt-LT ms:ms-MY ms-BN:ms-MY ms-SG:ms-MY nb:nb-NO nl:nl-NL nl-BE:nl-NL no:nb-NO no-NO:nb-NO pl:pl-PL pt:pt-BR pt-AO:pt-BR ro:ro-RO ro-MD:ro-RO ru:ru-RU ru-UA:ru-RU sk:sk-SK sl:sl-SI sr:sr-Cyrl-RS sr-BA:sr-Cyrl-RS sr-ME:sr-Cyrl-RS sr-RS:sr-Cyrl-RS sr-XK:sr-Cyrl-RS sv:sv-SE sv-FI:sv-SE th:th-TH tl:fil-PH tl-PH:fil-PH tr:tr-TR uk:uk-UA vi:vi-VN zh:cmn-Hans-CN zh-CN:cmn-Hans-CN zh-HK:yue-Hant-HK zh-MO:yue-Hant-HK zh-SG:cmn-Hans-CN zh-TW:cmn-Hant-TW zu:zu-ZA
checkin_dropbox_upload:snet_gcore,true
gms.udc.use_webview_for_links,true
videos:coupon_welcome_enabled,false
gms:wearable:service:data_layer_max_rpc_sync_queue_size,10
adwords:enable_primes_timing_monitoring,true
playconsole.enable_lifetime_stats,3
qsb:gws_cgi_param_changes_for_back_navigation,"agsa,ahotel_dates,aq,biv,mip,miuv,mkp,mldd,qm,mlpv,rlmf,tbs,async,mhb,zx,rlst,lrd,mdp,tduds,tdusp,fpstate,istate,imagekey,activetab,viewerState,agsasp,agsacs,imgrc,facrc,lr,luac,fie,mie,sie,rlimm,rltbs,rlhd,rlvp,tw,fid,twmlbx,dnlb,spd,spud,sgro,spsd,msldlg,pdlg,rrid,eob,aie,duf3,tdurt,pie,hlgstate,rpd,hlsdstate,vto,ltdg,ltdl"
camera:camera.lenslite.force_cpu_processing,false
googleit:is_primes_timer_logging_enabled,true
global:conversation_actions_metadata_url,https://www.gstatic.com/android/text_classifier/actions/q/v104/en.model.metadata
deskclock:ytm_country_codes,"AE,AR,AS,AT,AU,AW,BA,BE,BG,BH,BM,BO,BR,BY,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,EC,EE,EG,ES,FI,FR,GB,GF,GP,GR,GT,GU,HK,HN,HR,HU,ID,IE,IL,IN,IS,IT,JP,KR,KW,KY,LB,LI,LT,LU,LV,MK,MP,MT,MX,MY,NG,NI,NL,NO,NZ,OM,PA,PE,PF,PG,PH,PL,PR,PT,PY,QA,RO,RS,RU,SA,SE,SG,SI,SK,SV,TC,TH,TR,TW,UA,US,UY,VE,VI,ZA"
fireperf:b1dbdb857e870e8c152b000a15ed052aafd8e1b5_limits,sampling:50
videos:exo_v2_abr_block_fixed_track_selection_bandwidth,true
googlevoice_rateme_timeout_after_update_days,7
khazana:primes_trace_reporting,true
tvrecommendations:primes_crash_metric_enabled,true
google_login_public_key,AAAAgMom/1a/v0lblO2Ubrt60J2gcuXSljGFQXgcyZWveWLEwo6prwgi3iJIZdodyhKZQrNWp5nKJ3srRXcUW+F1BD3baEVGcmEgqaLZUNBjm057pKRI16kB0YppeGx5qIQ5QjKzsR8ETQbKLNWgRY0QRNVz34kMJR3P/LgHax/6rmf5AAAAAwEAAQ==
auth_do_commit_to_configurations,true
send_action_app_error,1
photos:free_up_space_api_enabled,true
http_fallback,0
auth_grant_credential_screen_sample_percentage,0.1
chromecast:assistant_supported_languages,"en-US,en-GB,en-CA,fr-CA,en-AU"
url:wallet.ib_error_reporting1,https://payments.google.com/payments/apis/instantbuy/error-reporting rewrite https://payments.google.com/payments/apis/instantbuy/serving/error-reporting
url:wallet.ib_error_reporting2,https://androidpay.developers.google.com/api/error-reporting rewrite https://payments.google.com/payments/apis/instantbuy/serving/error-reporting
filesgo:primes_cpu_reporting,true
ondemand_consumer:exp:id:20410024,true
ondemand_consumer:exp:id:20410027,true
fireperf:43eeaa0d20c62bf75878aa2f6761c768fc95b049_limits,sampling:50
fitness.read_behind_secs_local_step_delta,3600
youtube:tv:interaction_logging_enabled,true
cw:companion_tutorial_youtube_video_id,cBM_1gWgMiM
gearhead:frx_maps_package,com.google.android.apps.maps:1031000000
gms:clearcut_dropbox_upload_upload_max_bytes:system_server_lowmem,102400
gms:clearcut_dropbox_upload_strip_logcat:SYSTEM_CRASH_REPORT,true
gms:clearcut_dropbox_upload_strip_logcat:system_app_native_crash,true
gearhead:gmm_minimum_version,1031000000
google_services:reader,Google Reader||Allows applications to sign in to the Google Reader service using the account(s) stored on this phone.
update_installation_device_charger_only_period,604800000
cw:companion_primes_crash_count_logging_enabled,true
flib-experiment.enable_periodic_updates,false
videos:enable_nur_discovery_search_internal_force_on_vs,41400220+:true
account_recovery_silence_randomize_ms,518400000
fitness.fit_app_session_dbloader_limit,3000
finsky.verify_apps_amputation_log_errors,true
checkin_expid_20460041,Experiment
fireperf:dd80e7f6fd99eed7e1bb20579ac810edcbbd88f3_limits,sampling:50
filesgo:primes_memory_reporting,true
storagemanagergoogle:photos_deletion_enabled,true
wear-dialer:spam_detection,false
cw:oreo_notification_access_dialog_blacklist,"D1C,PL2,PLE,PL2_sprout,SC-02J,SCV36,dreamlte,dreamlteks,dreamqltecan,dreamqltechn,dreamqltecmcc,dreamqltesq,dreamqlteue,cruiserlteatt,cruiserltesq,SC-03J,SCV35,dream2lte,dream2lteks,dream2qltecan,dream2qltechn,dream2qlteue,tissot,tissot_sprout"
babel_fix_stale_merged_contacts_details_key,true
ce.cm.ignored_call_drop_cause_for_bugreport,61441
playconsole.enable_new_review_notifications,true
finsky.peer_app_sharing_api.whitelist,"com.google.android.apps.nbu.files:IHr5oTOmMMQkagbHnAmUanCED0cC7luqU/N5G1N7DxQ,5mm9+LAnvQZ2ECRnHSsDyudQVugIEi4CnIviTxdwbXQ;com.google.android.gms:GXWy8XF3vIml3/MfnmSmyuKBpT3B0dWbHRR/4cgq+gA;com.lenovo.anyshare.gps:vRAqlGaYlgeNucZlshu9PXZpH/Zq6XUZo2NMNMOgJUI;cn.xender:LcUe2xGQXnTnEsEjtCzorW9iNofZEusFHxQRZkbvmrM;com.test.app.p2papp:4zgXuPGanK8Aq7jDeSZGpgQL/zGZ6riVIASvOds9w2Y;"
plus.sign_in.skip_google_plus_upgrade,true
snet_safe_browsing_enabled,true
fireperf:76159d11a3256c0fdb7059b9c19edc45521698e0_limits,sampling:50
perform_market_checkin,true
gms:places_place_inference_high_power_module_list,"BeaconScoring,CategoryScoring,DistanceScoring,GeoJournalScoring,HomeWorkScoring,HulkPersonaScoring,PopularityScoring,SpotterScoring,TimeBasedScoring,WifiScoring"
ocr.v5plus_nonstandard_cc_recognition,true
gms:chromesync:is_password_indexing_enabled,true
babel_hangout_enable_h264_bitstream_rewriter,true
snet_num_sys_part_files,5
auth_use_games_theme_consent_screen,true
fitness.max_step_duplicate_millis,1000
finsky.app_discovery_caller_package_name_whitelist,"com.google.android.apps.nexuslauncher,com.samsung.android.app.galaxyfinder,org.chromium.arc.gms,com.motorola.launcher3,com.android.launcher3"
voice_search:ime_supported_languages,af-ZA ar-AE ar-DZ ar-EG ar-IL ar-JO ar-KW ar-LB ar-MA ar-QA ar-SA ar-TN bg-BG ca-ES cmn-Hans-CN cmn-Hans-HK cmn-Hant-TW cs-CZ da-DK de-DE el-GR en-001 en-AU en-CA en-GB en-IN en-NZ en-US en-ZA es-AR es-BO es-CL es-CO es-CR es-DO es-EC es-ES es-GT es-HN es-MX es-NI es-PA es-PE es-PR es-PY es-SV es-US es-UY es-VE fa-IR fi-FI fil-PH fr-FR gl-ES hi-IN hr-HR hu-HU id-ID is-IS it-IT iw-IL ja-JP ko-KR lt-LT ms-MY nb-NO nl-NL pl-PL pt-BR pt-PT ro-RO ru-RU sk-SK sl-SI sr-Cyrl-RS sv-SE th-TH tr-TR uk-UA vi-VN yue-Hant-HK zu-ZA
settings_contributors_url,https://www.google.com/mobile/android/basic/phone-contributors.html
gms:clearcut_dropbox_upload:system_server_native_crash,true
fitness.micro.enable_active_mode_heart_rate,true
gmail_enable_block_sender,true
youtube:tv:*:*:target_app_version,10116000
gmail_discard_error_uphill_op,1
instore.consumer.precision.advertiseConditionEvaluator.advertiseConfidenceThreshold,0.66
fitness.max_cumulative_batch_secs,30
url:wallet.i18n_address_metadata_server,https://i18napis.appspot.com/address rewrite https://payments.google.com/payments/data/address
cw:companion_setup_logging_enabled,true
matchstick_sender_install_link,https://play.google.com/store/apps/details?id=com.google.android.apps.fireball&referrer=utm_source%3Dapppreviewmessages_sms_promo%26utm_medium%3Dtext%26utm_campaign%3Dproduct
auth_account_enable_ten_digit_otp,true
fireperf:4d21b4b256b0bf96f7403ac97693f367da0862a4_limits,sampling:33
gms:cast:cast_nearby:wait_for_audio_token_ms,12000
babel_stickers_query_limit_ms,1000000000000
