_id,capture_time,capture_file_name,capture_server_ip,capture_server_port,capture_app_name_main,capture_app_name_all,capture_proxy_type,capture_protocol_no,capture_pkg_name_all,capture_set_id
132,1618077892312,/data/user/0/app.greyshirts.sslcapture/files/capture6469768894276683932.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
133,1618077892366,/data/user/0/app.greyshirts.sslcapture/files/capture5132554759894776764.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
134,1618077892397,/data/user/0/app.greyshirts.sslcapture/files/capture8131071996740960291.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
135,1618077892428,/data/user/0/app.greyshirts.sslcapture/files/capture3112989343965389874.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
136,1618077892461,/data/user/0/app.greyshirts.sslcapture/files/capture4030552505029328680.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
137,1618077892569,/data/user/0/app.greyshirts.sslcapture/files/capture7766977225723926161.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
138,1618077892663,/data/user/0/app.greyshirts.sslcapture/files/capture435474712940794517.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
139,1618077892789,/data/user/0/app.greyshirts.sslcapture/files/capture3715936525728039287.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
140,1618077892882,/data/user/0/app.greyshirts.sslcapture/files/capture7713937640653436208.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
141,1618077892999,/data/user/0/app.greyshirts.sslcapture/files/capture5779574415035248374.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
142,1618077893027,/data/user/0/app.greyshirts.sslcapture/files/capture9104544826740173580.dat,104.16.50.85,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
143,1618077893163,/data/user/0/app.greyshirts.sslcapture/files/capture8155110792998008796.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
144,1618077893327,/data/user/0/app.greyshirts.sslcapture/files/capture6281908088925863370.dat,104.16.51.85,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
145,1618077893432,/data/user/0/app.greyshirts.sslcapture/files/capture5489129792518944718.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
146,1618077893626,/data/user/0/app.greyshirts.sslcapture/files/capture7773476186372922514.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
147,1618077895451,/data/user/0/app.greyshirts.sslcapture/files/capture5051152421352244335.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
148,1618077895706,/data/user/0/app.greyshirts.sslcapture/files/capture3147778565464493646.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
149,1618077895982,/data/user/0/app.greyshirts.sslcapture/files/capture7918556883778472513.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
150,1618077896533,/data/user/0/app.greyshirts.sslcapture/files/capture125373326148013348.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
151,1618077896932,/data/user/0/app.greyshirts.sslcapture/files/capture3088568996500372337.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
152,1618077897351,/data/user/0/app.greyshirts.sslcapture/files/capture9090667303388274126.dat,34.225.21.98,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
153,1618077897706,/data/user/0/app.greyshirts.sslcapture/files/capture5241947079597289442.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
154,1618077898050,/data/user/0/app.greyshirts.sslcapture/files/capture8048212784584628202.dat,34.204.144.81,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
155,1618077898175,/data/user/0/app.greyshirts.sslcapture/files/capture1846137764334190341.dat,172.217.10.136,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
156,1618077898211,/data/user/0/app.greyshirts.sslcapture/files/capture2372961078684723768.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
157,1618077898457,/data/user/0/app.greyshirts.sslcapture/files/capture6411386174259484969.dat,3.225.77.34,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
158,1618077898644,/data/user/0/app.greyshirts.sslcapture/files/capture7455434479415956258.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
159,1618077898675,/data/user/0/app.greyshirts.sslcapture/files/capture3826336303055329910.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
160,1618077898799,/data/user/0/app.greyshirts.sslcapture/files/capture149010924092647917.dat,52.0.169.231,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
161,1618077898912,/data/user/0/app.greyshirts.sslcapture/files/capture4973494624492713687.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
162,1618077899002,/data/user/0/app.greyshirts.sslcapture/files/capture5457541429636894336.dat,34.225.21.98,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
163,1618077899147,/data/user/0/app.greyshirts.sslcapture/files/capture5883482085182896578.dat,3.219.121.86,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
164,1618077899206,/data/user/0/app.greyshirts.sslcapture/files/capture3868609126747552470.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
165,1618077899370,/data/user/0/app.greyshirts.sslcapture/files/capture6747074979557255420.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
166,1618077899574,/data/user/0/app.greyshirts.sslcapture/files/capture3747585143032060171.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
167,1618077899762,/data/user/0/app.greyshirts.sslcapture/files/capture368549978828002000.dat,34.204.144.81,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
168,1618077900026,/data/user/0/app.greyshirts.sslcapture/files/capture9133331431920173675.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
169,1618077900109,/data/user/0/app.greyshirts.sslcapture/files/capture2414437614660917018.dat,3.225.77.34,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
170,1618077900224,/data/user/0/app.greyshirts.sslcapture/files/capture4868475542952888091.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
171,1618077900369,/data/user/0/app.greyshirts.sslcapture/files/capture7875502278799936037.dat,54.84.13.242,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
172,1618077900450,/data/user/0/app.greyshirts.sslcapture/files/capture6776260625394360289.dat,52.0.169.231,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
173,1618077900501,/data/user/0/app.greyshirts.sslcapture/files/capture8002692596834928037.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
174,1618077900702,/data/user/0/app.greyshirts.sslcapture/files/capture7358348739434051752.dat,52.55.162.96,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
175,1618077900795,/data/user/0/app.greyshirts.sslcapture/files/capture8200071621188816036.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
176,1618077900801,/data/user/0/app.greyshirts.sslcapture/files/capture3751798184517444229.dat,3.219.121.86,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
177,1618077901039,/data/user/0/app.greyshirts.sslcapture/files/capture3242856748204765096.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
178,1618077901146,/data/user/0/app.greyshirts.sslcapture/files/capture1811957259763151348.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
179,1618077901375,/data/user/0/app.greyshirts.sslcapture/files/capture4509414116422377377.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
180,1618077901752,/data/user/0/app.greyshirts.sslcapture/files/capture7081803106280747217.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
181,1618077901798,/data/user/0/app.greyshirts.sslcapture/files/capture5795044670051527547.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
182,1618077902049,/data/user/0/app.greyshirts.sslcapture/files/capture7660560285540773423.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
183,1618077902113,/data/user/0/app.greyshirts.sslcapture/files/capture8463951660966755382.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
184,1618077902374,/data/user/0/app.greyshirts.sslcapture/files/capture261861514814794456.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
185,1618077902451,/data/user/0/app.greyshirts.sslcapture/files/capture852853522143111038.dat,54.84.13.242,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
186,1618077902785,/data/user/0/app.greyshirts.sslcapture/files/capture5322410953283798996.dat,52.55.162.96,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
187,1618077903139,/data/user/0/app.greyshirts.sslcapture/files/capture217503970363916047.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
188,1618077903148,/data/user/0/app.greyshirts.sslcapture/files/capture4299540558331424325.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
189,1618077903472,/data/user/0/app.greyshirts.sslcapture/files/capture2048792048155590642.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
190,1618077903532,/data/user/0/app.greyshirts.sslcapture/files/capture1509862186056944453.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
191,1618077903687,/data/user/0/app.greyshirts.sslcapture/files/capture1514350327655198396.dat,45.60.11.176,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
192,1618077903695,/data/user/0/app.greyshirts.sslcapture/files/capture784123445289461097.dat,104.244.42.2,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
193,1618077903897,/data/user/0/app.greyshirts.sslcapture/files/capture42328288857962170.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
194,1618077904011,/data/user/0/app.greyshirts.sslcapture/files/capture1502967901041178041.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
195,1618077904090,/data/user/0/app.greyshirts.sslcapture/files/capture7037027741590446571.dat,104.244.42.2,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
196,1618077904254,/data/user/0/app.greyshirts.sslcapture/files/capture6770509870578627097.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
197,1618077904486,/data/user/0/app.greyshirts.sslcapture/files/capture1497230694102267251.dat,104.244.42.130,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
198,1618077904582,/data/user/0/app.greyshirts.sslcapture/files/capture5614425701370404120.dat,54.84.13.242,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
199,1618077904919,/data/user/0/app.greyshirts.sslcapture/files/capture189599257132016245.dat,104.244.42.130,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
200,1618077904989,/data/user/0/app.greyshirts.sslcapture/files/capture1212685350377255469.dat,52.55.162.96,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
201,1618077905332,/data/user/0/app.greyshirts.sslcapture/files/capture1651560195304260233.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
202,1618077905335,/data/user/0/app.greyshirts.sslcapture/files/capture4141504493078836120.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
203,1618077905370,/data/user/0/app.greyshirts.sslcapture/files/capture121177282191761479.dat,104.244.42.194,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
204,1618077905379,/data/user/0/app.greyshirts.sslcapture/files/capture478764828320712166.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
205,1618077905678,/data/user/0/app.greyshirts.sslcapture/files/capture9028164600265485144.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
206,1618077905730,/data/user/0/app.greyshirts.sslcapture/files/capture490240517023355232.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
207,1618077905785,/data/user/0/app.greyshirts.sslcapture/files/capture4186257462211888000.dat,104.244.42.194,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
208,1618077906021,/data/user/0/app.greyshirts.sslcapture/files/capture6567349423772073073.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
209,1618077906064,/data/user/0/app.greyshirts.sslcapture/files/capture2222980746722553955.dat,34.225.21.98,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
210,1618077906151,/data/user/0/app.greyshirts.sslcapture/files/capture5662157101097949486.dat,54.221.240.175,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
211,1618077906158,/data/user/0/app.greyshirts.sslcapture/files/capture6222602228822459898.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
212,1618077906386,/data/user/0/app.greyshirts.sslcapture/files/capture1578341158487231012.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
213,1618077906433,/data/user/0/app.greyshirts.sslcapture/files/capture3249468455505797215.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
214,1618077906509,/data/user/0/app.greyshirts.sslcapture/files/capture8028438970082338418.dat,34.233.212.6,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
215,1618077906551,/data/user/0/app.greyshirts.sslcapture/files/capture4433554859275579576.dat,104.244.42.66,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
216,1618077906737,/data/user/0/app.greyshirts.sslcapture/files/capture6716171082407192994.dat,54.84.13.242,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
217,1618077906777,/data/user/0/app.greyshirts.sslcapture/files/capture434181496857540244.dat,34.204.144.81,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
218,1618077906856,/data/user/0/app.greyshirts.sslcapture/files/capture2997352171191590848.dat,34.225.21.98,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
219,1618077906968,/data/user/0/app.greyshirts.sslcapture/files/capture4004887041631549198.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
220,1618077907071,/data/user/0/app.greyshirts.sslcapture/files/capture3428633925611900791.dat,52.55.162.96,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
221,1618077907105,/data/user/0/app.greyshirts.sslcapture/files/capture5223619873766511092.dat,3.225.77.34,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
222,1618077907199,/data/user/0/app.greyshirts.sslcapture/files/capture6203787692117047906.dat,52.202.53.52,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
223,1618077907233,/data/user/0/app.greyshirts.sslcapture/files/capture5508851315194912912.dat,35.201.69.248,443,Twitter,Twitter,1,6,com.twitter.android,1618077687062
224,1618077907415,/data/user/0/app.greyshirts.sslcapture/files/capture6327952141332282741.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
225,1618077907417,/data/user/0/app.greyshirts.sslcapture/files/capture3653785366345672771.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
226,1618077907458,/data/user/0/app.greyshirts.sslcapture/files/capture2640012776906040044.dat,52.0.169.231,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
227,1618077907549,/data/user/0/app.greyshirts.sslcapture/files/capture1748934692926901340.dat,34.204.144.81,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
228,1618077907741,/data/user/0/app.greyshirts.sslcapture/files/capture2523185355921787663.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
229,1618077907809,/data/user/0/app.greyshirts.sslcapture/files/capture2670276602713773537.dat,3.219.121.86,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
230,1618077907874,/data/user/0/app.greyshirts.sslcapture/files/capture7994297121660846202.dat,3.225.77.34,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
231,1618077908070,/data/user/0/app.greyshirts.sslcapture/files/capture1737173669834605476.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
232,1618077908161,/data/user/0/app.greyshirts.sslcapture/files/capture6134263924652408913.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
233,1618077908203,/data/user/0/app.greyshirts.sslcapture/files/capture6699626468941328443.dat,52.0.169.231,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
234,1618077908406,/data/user/0/app.greyshirts.sslcapture/files/capture5920376277881531810.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
235,1618077908543,/data/user/0/app.greyshirts.sslcapture/files/capture1391299113272829998.dat,3.219.121.86,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
236,1618077908733,/data/user/0/app.greyshirts.sslcapture/files/capture6672162893503073606.dat,54.84.13.242,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
237,1618077908885,/data/user/0/app.greyshirts.sslcapture/files/capture6109471241212501295.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
238,1618077909061,/data/user/0/app.greyshirts.sslcapture/files/capture6819062805146568141.dat,52.55.162.96,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
239,1618077909405,/data/user/0/app.greyshirts.sslcapture/files/capture4195536628195029714.dat,34.225.230.22,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
240,1618077909427,/data/user/0/app.greyshirts.sslcapture/files/capture8598604606061131187.dat,172.217.3.106,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
241,1618077909733,/data/user/0/app.greyshirts.sslcapture/files/capture7294844638815151312.dat,35.168.35.115,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
242,1618077910114,/data/user/0/app.greyshirts.sslcapture/files/capture741859270660233747.dat,34.202.212.102,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
243,1618077910452,/data/user/0/app.greyshirts.sslcapture/files/capture5902486421315452416.dat,34.198.44.255,443,Tuesdays,Tuesdays,1,6,com.tmobile.tuesdays,1618077687062
244,1618077910670,/data/user/0/app.greyshirts.sslcapture/files/capture3700314347672898512.dat,34.107.140.103,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
245,1618077910899,/data/user/0/app.greyshirts.sslcapture/files/capture7297309593845382512.dat,34.107.140.103,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
246,1618077911259,/data/user/0/app.greyshirts.sslcapture/files/capture2682860083355193858.dat,104.126.116.9,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
247,1618077911351,/data/user/0/app.greyshirts.sslcapture/files/capture2018835060006434871.dat,184.28.190.193,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
248,1618077911613,/data/user/0/app.greyshirts.sslcapture/files/capture9048913646550559868.dat,34.102.156.43,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
249,1618077911980,/data/user/0/app.greyshirts.sslcapture/files/capture712365621225122026.dat,184.28.190.9,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
250,1618077912330,/data/user/0/app.greyshirts.sslcapture/files/capture6150579060723561832.dat,184.28.190.32,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
251,1618077912602,/data/user/0/app.greyshirts.sslcapture/files/capture7820951000803956081.dat,104.126.116.9,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
252,1618077912864,/data/user/0/app.greyshirts.sslcapture/files/capture30374526073542101.dat,104.126.116.50,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
253,1618077913123,/data/user/0/app.greyshirts.sslcapture/files/capture2138236454991558033.dat,104.126.116.73,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
254,1618077913373,/data/user/0/app.greyshirts.sslcapture/files/capture1775831719783640507.dat,104.126.116.49,443,TikTok,TikTok,1,6,com.zhiliaoapp.musically,1618077687062
255,1618077915639,/data/user/0/app.greyshirts.sslcapture/files/capture4140645012709761232.dat,172.217.165.138,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
256,1618077915722,/data/user/0/app.greyshirts.sslcapture/files/capture8094816940345306926.dat,172.217.12.182,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
257,1618077915789,/data/user/0/app.greyshirts.sslcapture/files/capture4660280152138072798.dat,172.217.165.138,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
258,1618077916019,/data/user/0/app.greyshirts.sslcapture/files/capture4892303698517646547.dat,172.217.165.138,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
259,1618077916155,/data/user/0/app.greyshirts.sslcapture/files/capture8145400805071920089.dat,142.250.64.110,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
260,1618077916244,/data/user/0/app.greyshirts.sslcapture/files/capture3168838087073282958.dat,172.217.3.98,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
261,1618077916273,/data/user/0/app.greyshirts.sslcapture/files/capture5301996593574919941.dat,172.217.12.161,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
262,1618077916449,/data/user/0/app.greyshirts.sslcapture/files/capture2630452365405639808.dat,172.217.165.138,443,Google Play services,"Google Play services,Google Services Framework",1,6,"com.google.android.gms,com.google.android.gsf",1618077687062
263,1618077917121,/data/user/0/app.greyshirts.sslcapture/files/capture5104724834979265446.dat,172.217.3.110,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
264,1618077917444,/data/user/0/app.greyshirts.sslcapture/files/capture1624172707014319152.dat,172.217.3.110,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
265,1618077917743,/data/user/0/app.greyshirts.sslcapture/files/capture846964655102017860.dat,172.217.11.14,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
266,1618077917763,/data/user/0/app.greyshirts.sslcapture/files/capture566382466338336761.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
267,1618077917772,/data/user/0/app.greyshirts.sslcapture/files/capture352961849948337894.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
268,1618077917774,/data/user/0/app.greyshirts.sslcapture/files/capture5444157929948781823.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
269,1618077918080,/data/user/0/app.greyshirts.sslcapture/files/capture4273319323467574047.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
270,1618077918084,/data/user/0/app.greyshirts.sslcapture/files/capture582026018962470751.dat,172.56.128.14,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
271,1618077918091,/data/user/0/app.greyshirts.sslcapture/files/capture7551803741560035951.dat,172.56.128.16,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
272,1618077918099,/data/user/0/app.greyshirts.sslcapture/files/capture4423996981502036698.dat,172.56.128.17,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
273,1618077918153,/data/user/0/app.greyshirts.sslcapture/files/capture8008952576542954493.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
274,1618077918166,/data/user/0/app.greyshirts.sslcapture/files/capture2536078212984822277.dat,172.56.128.14,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
275,1618077918181,/data/user/0/app.greyshirts.sslcapture/files/capture589280378141306575.dat,172.56.128.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
276,1618077918204,/data/user/0/app.greyshirts.sslcapture/files/capture8709172185333562739.dat,172.56.128.17,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
277,1618077918218,/data/user/0/app.greyshirts.sslcapture/files/capture4621918121587828149.dat,172.56.128.16,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
278,1618077918219,/data/user/0/app.greyshirts.sslcapture/files/capture191049977399193640.dat,172.56.128.17,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
279,1618077918233,/data/user/0/app.greyshirts.sslcapture/files/capture4778346872503733772.dat,172.56.128.16,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
280,1618077918265,/data/user/0/app.greyshirts.sslcapture/files/capture7528733911411453684.dat,172.217.11.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
281,1618077918609,/data/user/0/app.greyshirts.sslcapture/files/capture917988403309959482.dat,172.56.128.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
282,1618077918639,/data/user/0/app.greyshirts.sslcapture/files/capture4091341418111918877.dat,172.56.128.14,443,YouTube,YouTube,0,17,com.google.android.youtube,1618077687062
283,1618077918651,/data/user/0/app.greyshirts.sslcapture/files/capture773934800431291723.dat,172.56.128.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
284,1618077918676,/data/user/0/app.greyshirts.sslcapture/files/capture8045743613520697192.dat,172.56.128.17,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
285,1618077918681,/data/user/0/app.greyshirts.sslcapture/files/capture5590429250355766436.dat,172.217.3.110,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
286,1618077918687,/data/user/0/app.greyshirts.sslcapture/files/capture3386691065190010225.dat,172.56.128.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
287,1618077918694,/data/user/0/app.greyshirts.sslcapture/files/capture1316810848073865694.dat,172.56.128.14,443,YouTube,YouTube,1,6,com.google.android.youtube,1618077687062
