_id,mccmnc,gid1,gid2,plmn,imsi_prefix_xpattern,spn,apn,iccid_prefix,privilege_access_rule,carrier_name,carrier_id,parent_carrier_id
2234,42702,,,,,,,,,Vodafone,2393,-1
2235,23001,,,,,,,,,T-Mobile,2394,-1
2236,26201,,,,,,,,,Telekom,2395,-1
2237,29401,,,,,,,,,Mkedonski Telecom AD Skopje,2396,-1
2238,26202,,,,,,,,,Vodafone,2397,-1
2239,23003,,,,,,,,,Vodafone,2398,-1
2240,20205,,,,,,,,,Vodafone,2399,-1
2241,21630,,,,,,,,,Magyar Telekom,2401,-1
2242,26009,,,,,lycamobile,,,,Lycamobile,2403,-1
2243,23208,,,,,lycamobile,,,,Lycamobile,2404,-1
2244,24012,,,,,lycamobile,,,,Lycamobile,2405,-1
2245,20408,,,,,rabo mobiel,,,,Rabo Mobiel Int.,2406,-1
2246,44010,,,,,,lte-d.ocn.ne.jp,,,OCN MOBILE ONE,2407,-1
2247,44010,,,,,,lte.ocn.ne.jp,,,OCN MOBILE ONE,2407,-1
2248,46609,,,,,,,,,Vmax Telecom,2408,-1
2249,40448,,,,,,,,,Dishnet Wireless,2409,-1
2250,44100,,,,,,,,,Wireless City Planning,2411,-1
2251,52020,,,,,,,,,ACeS,2412,-1
2252,52047,,,,,,,,,TOT,2413,-1
2253,302290,,,,,,,,,Airtel Wireless,2414,-1
2254,21420,,,,,,,,,Fonyou Telecom,2415,-1
2255,22208,,,,,,,,,Fastweb SpA,2416,-1
2256,302500,55,,,,,,,,FIZZ,2417,-1
2257,23415,,,,,talkmobile,,,,TalkMobile,2418,-1
2258,23433,ec,,,,,,,,EE Business,2419,-1
2259,23433,ecff,,,,,,,,EE Business,2419,-1
2260,21434,,,,,,,,,ION Mobile,2420,-1
2261,21405,,,,214050104,,,,,ION Mobile,2420,-1
2262,310014,,,,,,,,,Testing US,2421,-1
2263,311400,,,,,,,,,Testing US,2421,-1
2264,27002,,,,,,,,,MTX,2422,-1
2265,22254,,,,,plintron,,,,Plintron IT,2423,-1
2266,23222,,,,,plintron,,,,Plintron AT,2424,-1
2267,23420,0305,,,,,,,,iD Mobile,2425,-1
2268,46000,,,,,京东通信,,,,京东通信,2427,-1
2269,45400,,,,454006081,,,,,Telin,2428,-1
2270,44011,,,,,,,,,Rakuten Mobile(MNO),2429,-1
2271,20801,,,,,syma,,,,Syma Mobile,2430,-1
2272,44010,,,,,,so-net.jp,,,nuromobile,2432,-1
2273,44051,,,,,,so-net.jp,,,nuromobile,2432,-1
2274,44020,,,,,,so-net.jp,,,nuromobile,2432,-1
2275,310120,000006,,,,,,,,Assurance Wireless,2433,-1
2276,311490,000006,,,,,,,,Assurance Wireless,2433,-1
2277,312530,000006,,,,,,,,Assurance Wireless,2433,-1
2278,52505,,,,,giga,,,,giga_sg,2434,-1
2279,302130,,,,,,,,,Xplornet,2435,-1
2280,302131,,,,,,,,,Xplornet,2435,-1
2281,40101,,,,40101568,,,,,izi,2436,-1
2282,37005,,,,,,,,,Wind Telecom,2437,-1
2283,22210,,,,,daily telecom,,,,Daily Telecom Mobile,2438,-1
2284,22288,0000000099,,,,,,,,3 Digital,2439,-1
2285,21422,,,,,,,,,Digi Spain,2442,-1
2286,21405,44474553,,,,,,,,Digi Spain,2442,-1
2287,22605,44474553,,,,,,,,Digi Spain,2442,-1
2288,22236,,,,,,,,,Digi Italy,2443,-1
2289,21405,44474954,,,,,,,,Digi Italy,2443,-1
2290,22605,44474954,,,,,,,,Digi Italy,2443,-1
2291,25047,,,,,,,,,Next Mobile,2444,-1
2292,65538,,,,,,,,,rain,2445,-1
2293,65519,,,,,,,,,rain,2445,-1
2294,65573,,,,,,,,,rain,2445,-1
2295,65574,,,,,,,,,rain,2445,-1
2296,25050,,,,,,,,,Sberbank,2446,-1
2297,25915,,,,,idc,,,,IDC,2447,-1
2298,25026,,,,,,,,,VTB Mobile,2448,-1
2299,314020,,,,,,,,,Spectrum CBRS,2449,-1
2300,45400,01030000ffffffff,,,,,,,,SUN Mobile,2450,-1
2301,50219,,,,5021955,,,,,Tune Talk,2451,-1
2302,22253,,,,,,,,,WEB CoopVoce,2452,-1
2303,41515,,,,,,,,,Connect,2453,-1
2304,42526,,,,,,,,,Annatel,2454,-1
2305,22210,,,,,ho.,,,,homobile_it,2455,-1
2306,23004,,,,230040,,,,,Nordic Telecom,2457,-1
2307,71070,,,,,,,,,Yota Nicaragua,2458,-1
2308,312870,,,,,,,,,GigSky,2459,-1
2309,310380,6f,,,3103805,gigsky,,,,GigSky,2459,-1
2310,310380,6e,,,3103805,gigsky,,,,GigSky,2459,-1
2311,23801,6f,,,23801395,gigsky,,,,GigSky,2459,-1
2312,23801,6e,,,23801395,gigsky,,,,GigSky,2459,-1
2313,24007,6f,,,240075614,gigsky,,,,GigSky,2459,-1
2314,24007,6e,,,240075614,gigsky,,,,GigSky,2459,-1
2315,302490,53,,,302490400,,,,,Shaw Mobile,2460,-1
2316,302490,53,,,302490500,,,,,Shaw Mobile,2460,-1
2317,26220,,,,,,,,,Voiceworks DE,2461,-1
2318,26203,,,,26203483,,,,,Voiceworks DE,2461,-1
2319,41877,,,,,,,,,SevenNet Layers,2463,-1
2320,313460,,,,,,,,,Mobi,2464,-1
2321,313450,,,,,,,,,Spectrum Data,2465,-1
2322,23471,,,,,,,,,Emergency Services Network,2467,-1
2323,20416,8f,,,,,,,,Tele2,2468,-1
2324,20416,4e4c,,,,,,,,Tele2,2468,-1
2325,20416,,,,,tele2 nl,,,,Tele2,2468,-1
2326,334140,,,,,altan,,,,ALTAN - Internal Use,2469,-1
2327,334140,,,,,ientc,,,,ALTAN - IENTC,2470,-1
2328,334140,,,,,newww,,,,ALTAN - NeWWW,2471,-1
2329,52505,,,,5250530996,,,,,Travelfy,2472,-1
2330,23410,,,,2341040991,,,,,Travelfy,2472,-1
2331,732123,,,,7321232010,,,,,Travelfy,2472,-1
2332,334140,,,,,mega4.5 g,,,,MEGACABLE,2473,-1
2333,334140,,,,,netwey,,,,NETWEY,2474,-1
2334,334140,,,,,retemex,,,,RETEMEX,2475,-1
2335,334140,,,,,bait,,,,WALMART,2476,-1
2336,334140,,,,,iusatel,,,,IUSACOMM,2477,-1
2337,334140,,,,,cfe teipt,,,,CFE,2478,-1
2338,334140,,,,,inten,,,,INTEN,2479,-1
2339,334140,,,,,nemi,,,,DIVERACY,2480,-1
2340,334140,,,,,diri,,,,DIRI,2481,-1
2341,334140,,,,,turbored,,,,TOPOS,2482,-1
2342,334140,,,,,gurucomm,,,,GURUWEB,2483,-1
2343,334140,,,,,ubix,,,,UBIX,2484,-1
2344,334140,,,,,pagaphone,,,,ROCKETEL,2485,-1
2345,334140,,,,,redpotencia,,,,Redpotencia,2486,-1
2346,334140,,,,,chamo-movil,,,,ADDINTELI,2487,-1
2347,334140,,,,,byplus,,,,ADDINTELI,2487,-1
2348,334140,,,,,izzi,,,,IZZI,2488,-1
2349,334140,,,,,mistral,,,,ADM,2489,-1
2350,334140,,,,,mexfon,,,,ADS,2490,-1
2351,334140,,,,,yo,,,,YONDER,2491,-1
2352,334140,,,,,arlonet,,,,Arlonet,2492,-1
2353,334140,,,,,valor,,,,TRIDEX,2493,-1
2354,334140,,,,,wimo,,,,WiMO,2494,-1
2355,334140,,,,,oui,,,,OUI,2495,-1
2356,334140,,,,,freedompop,,,,FREEDOMPOP,2496,-1
2357,90128,,,,,,,,,Vodafone GDSP,2497,-1
2358,313390,,,,,,,,,Altice USA,2498,-1
2359,50501,,,,,belong,,,,Belong,2499,-1
2360,50501,,,,,telechoice,,,,Telechoice,2500,-1
2361,50501,,,,,woolworths,,,,Woolworths,2501,-1
2362,50501,,,,,numobile,,,,NuMobile,2502,-1
2363,50501,,,,,boost,,,,Boost,2503,-1
2364,310280,ddff,,,,,,,,Tracfone-ATT,10000,2022
2365,310280,deff,,,,,,,,Tracfone-ATT,10000,2022
2366,310410,ddff,,,,,,,,Tracfone-ATT,10000,2022
2367,310410,deff,,,,,,,,Tracfone-ATT,10000,2022
2368,310260,ddff,,,,,,,,Tracfone-TMO,10001,2022
2369,310260,deff,,,,,,,,Tracfone-TMO,10001,2022
2370,23410,61,,,,,,,,o2prepaid_gb,10002,1492
2371,23410,67,,,,,,,,o2prepaid_gb,10002,1492
2372,23410,85,,,,,,,,o2prepaid_gb,10002,1492
2373,23410,99,,,,,,,,o2prepaid_gb,10002,1492
2374,26207,,,,2620749,,,,,o2prepaid_de,10003,1454
2375,310120,000004,,,,,,,,sprintprepaid_us,10004,1788
2376,30264,40,,,,,,,,pcmobile_prepaid_bell,10005,2053
2377,302610,40,,,,,,,,pcmobile_prepaid_bell,10005,2053
2378,302630,40,,,,,,,,pcmobile_prepaid_bell,10005,2053
2379,302640,40,,,,,,,,pcmobile_prepaid_bell,10005,2053
2380,302220,5043,,,,,,,,pcmobile_postpaid_telus,10006,2053
2381,302221,5043,,,,,,,,pcmobile_postpaid_telus,10006,2053
2382,44010,,,,,,,,,docomo_mvno,10007,850
2383,311480,ba01270000000000,,,,,,,,Tracfone-VZW,10008,2022
2384,311230,,,,,,,,,C Spire-US,10009,1836
2385,310023,,,,,,,,,C Spire-US,10009,1836
2386,20404,,,,,c spire,,,,C Spire-NL,10010,1836
2387,20404,,,,,c spire,,,,C Spire-NL,10010,1836
2388,310260,4201,,,,,,,,Red Pocket-TMO,10011,2026
2389,310410,4201,,,,,,,,Red Pocket-ATT,10012,2026
2390,313110,,,,,,,,,FirstNet Pacific,10013,2119
2391,313120,,,,,,,,,FirstNet Pacific,10013,2119
2392,310260,,,,31026097,,,,,Google Fi-TMO,10014,1989
2393,310120,,,,,fi network,,,,Google Fi-Sprint,10015,1989
2394,310120,,,,,nova,,,,Google Fi-Sprint,10015,1989
2395,310120,,,,,google fi,,,,Google Fi-Sprint,10015,1989
2396,310120,a00184,,,,,,,,Google Fi-Sprint,10015,1989
2397,310120,a00184ffffffffffffffffffffffffffffffffffffffffffffffffffffff,,,,,,,,Google Fi-Sprint,10015,1989
2398,310120,,,,,,,,4C36AF4A5BDAD97C1F3D8B283416D244496C2AC5EAFE8226079EF6F676FD1859,Google Fi-Sprint,10015,1989
2399,311580,,,,3115801,,,,,Google Fi-USCellular,10016,1989
2400,23420,0306,,,,,,,,Google Fi-3UK,10017,1989
2401,45403,0206,,,,,,,,Google Fi-3HK,10018,1989
2402,23210,0306,,,,,,,,Google Fi-3AT,10019,1989
2403,20404,,,,,,,898603,,CTC Telecom Inc,10020,1854
2404,20404,,,,,,,898611,,CTC Telecom Inc,10020,1854
2405,45403,,,,,,,898603,,CTC Telecom Inc,10020,1854
2406,45403,,,,,,,898611,,CTC Telecom Inc,10020,1854
2407,45431,,,,,,,898603,,CTC Telecom Inc,10020,1854
2408,45431,,,,,,,898611,,CTC Telecom Inc,10020,1854
2409,310280,53ff,,,,,,,,AT&T 5G,10021,1187
2410,310410,53ff,,,,,,,,AT&T 5G,10021,1187
2411,310950,53ff,,,,,,,,AT&T 5G,10021,1187
2412,311180,53ff,,,,,,,,AT&T 5G,10021,1187
2413,310410,2ac9,,,,,,,,Consumer Cellular ATT,10022,2023
2414,310280,2ac9,,,,,,,,Consumer Cellular ATT,10022,2023
2415,310260,2ac9,,,,,,,,Consumer Cellular TMO,10023,2023
