_id,mnoname,connname,apnname,authtype,subnettype,userauthtype,pfs,ownuritype,ownidentity,remoteuritype,remoteidentity,tunneltype,ipsecencryption,ipsecintegrity,ipsecgroup,ipseclifetime,ipseclifevalue,ikeversion,ikeintegrity,ikeencryption,ikegroup,ikeeaptype,ikelife,ikewindowsize,ikedpdtimeout,ikeconnectiontimeout,ikenatvalue,ikevirtualadaptername,vendorattribute,periodicdpdtimer,mobike,imei,fastreauth,deviceidentity,mtu
257,Bell_CA,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc610.mcc302.3gppnetwork.org,KEY_ID,apps.bell.ca,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,80000,1,20,10,0,tap0,P-CSCF-V4V6,0,false,NONE,false,false,0
258,Bell_CA,xcapApn,xcap,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc610.mcc302.3gppnetwork.org,KEY_ID,apps.bell.ca,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,80000,1,20,10,0,tap0,P-CSCF-V4V6,0,false,NONE,false,false,0
259,Bell_CA,emergencyApn,emergency,EAP,IPV4V6,false,false,USER_FQDN,023430123456701@nai.epc.mnc610.mcc302.3gppnetwork.org,KEY_ID,sos,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA_256_128,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA_256_128,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,80000,1,20,10,0,tap0,P-CSCF-V4V6,0,false,NONE,false,false,0
260,Sprint_US,imsApn,ims,EAP,IPV4V6,false,false,USER_FQDN,0310120123456701@nai.epc.mnc120.mcc310.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,20,tap0,P-CSCF-V4V6,600,false,NONE,false,false,1422
261,Sprint_US,imsvowifi,ims,EAP,IPV4,false,false,USER_FQDN,0310120123456701@nai.epc.mnc120.mcc310.3gppnetwork.org,KEY_ID,vowifi,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_128,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_1024,IPSEC_LIFE_TYPE_SECONDS,28800,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_128,IKE_GROUP_MODP_1024,EAP_METHOD_AKA,86400,1,60,10,20,tap0,P-CSCF-V4,600,false,NONE,false,false,1422
262,VZW_US,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
263,VZW_US,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
264,VZW_US,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
265,VZW_US,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
266,VZW_US,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
267,VZW_US:CCT,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
268,VZW_US:CCT,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
269,VZW_US:CCT,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
270,VZW_US:CCT,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
271,VZW_US:CCT,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
272,VZW_US:TFN,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
273,VZW_US:TFN,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
274,VZW_US:TFN,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
275,VZW_US:TFN,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
276,VZW_US:TFN,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
277,VZW_US:FKR,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,VSBLIMS,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
278,VZW_US:FKR,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,VSBLAPP,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
279,VZW_US:FKR,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,VSBLAPP,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
280,VZW_US:FKR,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,VSBLINTERNET,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
281,VZW_US:FKR,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
282,VZW_US:GoogleGC,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
283,VZW_US:GoogleGC,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
284,VZW_US:GoogleGC,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
285,VZW_US:GoogleGC,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
286,VZW_US:GoogleGC,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
287,VZW_US:Bluegrass,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
288,VZW_US:Bluegrass,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
289,VZW_US:Bluegrass,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
290,VZW_US:Bluegrass,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,1428
291,VZW_US:Bluegrass,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,1428
292,VZW_US:ChatMobility,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,0
293,VZW_US:ChatMobility,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,0
294,VZW_US:ChatMobility,mmsApn,mms,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,0
295,VZW_US:ChatMobility,internetApn,default,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwinternet,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,0
296,VZW_US:ChatMobility,emergencyApn,emergency,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwemergency,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,0
297,VZW_US:NorthWest,imsApn,ims,EAP,IPV6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,ims,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,P-CSCF-V6,120,false,DEVICEIMEI,false,false,0
298,VZW_US:NorthWest,appApn,cbs,EAP,IPV4V6,false,false,USER_FQDN,0310028123456701@nai.epc.mnc480.mcc311.3gppnetwork.org,KEY_ID,vzwapp,IPSEC_RAC,IPSEC_ENCRYPTION_AES_CBC_256,IPSEC_INTEGRITY_HMAC_SHA1_96,IPSEC_GROUP_MODP_2048,IPSEC_LIFE_TYPE_SECONDS,86400,IKE_VERSION_2,IKE_INTEGRITY_HMAC_SHA1_96,IKE_ENCRYPTION_AES_CBC_256,IKE_GROUP_MODP_2048,EAP_METHOD_AKA,86400,1,60,10,60,tap0,NONE,120,false,DEVICEIMEI,false,false,0
