_id,event_id,name,value
845,77,device,d1q
846,77,hardware,qcom
847,77,manufacturer,samsung
848,78,product,d1que
849,78,net-type,0
850,78,mobile-subtype,13
851,78,os-uild,RP1A.200720.012
852,78,sdk-version,30
853,78,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
854,78,model,SM-N970U1
855,78,tz-offset,-14400
856,78,device,d1q
857,78,hardware,qcom
858,78,manufacturer,samsung
859,79,product,d1que
860,79,net-type,0
861,79,mobile-subtype,13
862,79,os-uild,RP1A.200720.012
863,79,sdk-version,30
864,79,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
865,79,model,SM-N970U1
866,79,tz-offset,-14400
867,79,device,d1q
868,79,hardware,qcom
869,79,manufacturer,samsung
870,80,product,d1que
871,80,net-type,0
872,80,mobile-subtype,13
873,80,os-uild,RP1A.200720.012
874,80,sdk-version,30
875,80,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
876,80,model,SM-N970U1
877,80,tz-offset,-14400
878,80,device,d1q
879,80,hardware,qcom
880,80,manufacturer,samsung
881,81,product,d1que
882,81,net-type,0
883,81,mobile-subtype,13
884,81,os-uild,RP1A.200720.012
885,81,sdk-version,30
886,81,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
887,81,model,SM-N970U1
888,81,tz-offset,-14400
889,81,device,d1q
890,81,hardware,qcom
891,81,manufacturer,samsung
892,82,product,d1que
893,82,net-type,0
894,82,mobile-subtype,13
895,82,os-uild,RP1A.200720.012
896,82,sdk-version,30
897,82,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
898,82,model,SM-N970U1
899,82,tz-offset,-14400
900,82,device,d1q
901,82,hardware,qcom
902,82,manufacturer,samsung
903,83,product,d1que
904,83,net-type,0
905,83,mobile-subtype,13
906,83,os-uild,RP1A.200720.012
907,83,sdk-version,30
908,83,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
909,83,model,SM-N970U1
910,83,tz-offset,-14400
911,83,device,d1q
912,83,hardware,qcom
913,83,manufacturer,samsung
914,84,product,d1que
915,84,net-type,0
916,84,mobile-subtype,13
917,84,os-uild,RP1A.200720.012
918,84,sdk-version,30
919,84,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
920,84,model,SM-N970U1
921,84,tz-offset,-14400
922,84,device,d1q
923,84,hardware,qcom
924,84,manufacturer,samsung
925,85,product,d1que
926,85,net-type,0
927,85,mobile-subtype,13
928,85,os-uild,RP1A.200720.012
929,85,sdk-version,30
930,85,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
931,85,model,SM-N970U1
932,85,tz-offset,-14400
933,85,device,d1q
934,85,hardware,qcom
935,85,manufacturer,samsung
936,86,product,d1que
937,86,net-type,0
938,86,mobile-subtype,13
939,86,os-uild,RP1A.200720.012
940,86,sdk-version,30
941,86,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
942,86,model,SM-N970U1
943,86,tz-offset,-14400
944,86,device,d1q
945,86,hardware,qcom
946,86,manufacturer,samsung
947,87,product,d1que
948,87,net-type,0
949,87,mobile-subtype,13
950,87,os-uild,RP1A.200720.012
951,87,sdk-version,30
952,87,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
953,87,model,SM-N970U1
954,87,tz-offset,-14400
955,87,device,d1q
956,87,hardware,qcom
957,87,manufacturer,samsung
958,88,product,d1que
959,88,net-type,0
960,88,mobile-subtype,13
961,88,os-uild,RP1A.200720.012
962,88,sdk-version,30
963,88,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
964,88,model,SM-N970U1
965,88,tz-offset,-14400
966,88,device,d1q
967,88,hardware,qcom
968,88,manufacturer,samsung
969,89,product,d1que
970,89,net-type,0
971,89,mobile-subtype,13
972,89,os-uild,RP1A.200720.012
973,89,sdk-version,30
974,89,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
975,89,model,SM-N970U1
976,89,tz-offset,-14400
977,89,device,d1q
978,89,hardware,qcom
979,89,manufacturer,samsung
980,90,product,d1que
981,90,net-type,0
982,90,mobile-subtype,13
983,90,os-uild,RP1A.200720.012
984,90,sdk-version,30
985,90,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
986,90,model,SM-N970U1
987,90,tz-offset,-14400
988,90,device,d1q
989,90,hardware,qcom
990,90,manufacturer,samsung
991,91,product,d1que
992,91,net-type,0
993,91,mobile-subtype,13
994,91,os-uild,RP1A.200720.012
995,91,sdk-version,30
996,91,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
997,91,model,SM-N970U1
998,91,tz-offset,-14400
999,91,device,d1q
1000,91,hardware,qcom
1001,91,manufacturer,samsung
1002,92,product,d1que
1003,92,net-type,0
1004,92,mobile-subtype,13
1005,92,os-uild,RP1A.200720.012
1006,92,sdk-version,30
1007,92,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1008,92,model,SM-N970U1
1009,92,tz-offset,-14400
1010,92,device,d1q
1011,92,hardware,qcom
1012,92,manufacturer,samsung
1013,93,product,d1que
1014,93,net-type,0
1015,93,mobile-subtype,13
1016,93,os-uild,RP1A.200720.012
1017,93,sdk-version,30
1018,93,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1019,93,model,SM-N970U1
1020,93,tz-offset,-14400
1021,93,device,d1q
1022,93,hardware,qcom
1023,93,manufacturer,samsung
1024,94,product,d1que
1025,94,net-type,0
1026,94,mobile-subtype,13
1027,94,os-uild,RP1A.200720.012
1028,94,sdk-version,30
1029,94,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1030,94,model,SM-N970U1
1031,94,tz-offset,-14400
1032,94,device,d1q
1033,94,hardware,qcom
1034,94,manufacturer,samsung
1035,95,product,d1que
1036,95,net-type,0
1037,95,mobile-subtype,13
1038,95,os-uild,RP1A.200720.012
1039,95,sdk-version,30
1040,95,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1041,95,model,SM-N970U1
1042,95,tz-offset,-14400
1043,95,device,d1q
1044,95,hardware,qcom
1045,95,manufacturer,samsung
1046,96,product,d1que
1047,96,net-type,0
1048,96,mobile-subtype,13
1049,96,os-uild,RP1A.200720.012
1050,96,sdk-version,30
1051,96,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1052,96,model,SM-N970U1
1053,96,tz-offset,-14400
1054,96,device,d1q
1055,96,hardware,qcom
1056,96,manufacturer,samsung
1057,97,product,d1que
1058,97,net-type,0
1059,97,mobile-subtype,13
1060,97,os-uild,RP1A.200720.012
1061,97,sdk-version,30
1062,97,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1063,97,model,SM-N970U1
1064,97,tz-offset,-14400
1065,97,device,d1q
1066,97,hardware,qcom
1067,97,manufacturer,samsung
1068,98,product,d1que
1069,98,net-type,0
1070,98,mobile-subtype,13
1071,98,os-uild,RP1A.200720.012
1072,98,sdk-version,30
1073,98,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1074,98,model,SM-N970U1
1075,98,tz-offset,-14400
1076,98,device,d1q
1077,98,hardware,qcom
1078,98,manufacturer,samsung
1079,99,product,d1que
1080,99,net-type,0
1081,99,mobile-subtype,13
1082,99,os-uild,RP1A.200720.012
1083,99,sdk-version,30
1084,99,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1085,99,model,SM-N970U1
1086,99,tz-offset,-14400
1087,99,device,d1q
1088,99,hardware,qcom
1089,99,manufacturer,samsung
1090,100,product,d1que
1091,100,net-type,0
1092,100,mobile-subtype,13
1093,100,os-uild,RP1A.200720.012
1094,100,sdk-version,30
1095,100,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1096,100,model,SM-N970U1
1097,100,tz-offset,-14400
1098,100,device,d1q
1099,100,hardware,qcom
1100,100,manufacturer,samsung
1101,101,product,d1que
1102,101,net-type,0
1103,101,mobile-subtype,13
1104,101,os-uild,RP1A.200720.012
1105,101,sdk-version,30
1106,101,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1107,101,model,SM-N970U1
1108,101,tz-offset,-14400
1109,101,device,d1q
1110,101,hardware,qcom
1111,101,manufacturer,samsung
1112,102,product,d1que
1113,102,net-type,0
1114,102,mobile-subtype,13
1115,102,os-uild,RP1A.200720.012
1116,102,sdk-version,30
1117,102,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1118,102,model,SM-N970U1
1119,102,tz-offset,-14400
1120,102,device,d1q
1121,102,hardware,qcom
1122,102,manufacturer,samsung
1123,103,product,d1que
1124,103,net-type,0
1125,103,mobile-subtype,13
1126,103,os-uild,RP1A.200720.012
1127,103,sdk-version,30
1128,103,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1129,103,model,SM-N970U1
1130,103,tz-offset,-14400
1131,103,device,d1q
1132,103,hardware,qcom
1133,103,manufacturer,samsung
1134,104,product,d1que
1135,104,net-type,0
1136,104,mobile-subtype,13
1137,104,os-uild,RP1A.200720.012
1138,104,sdk-version,30
1139,104,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1140,104,model,SM-N970U1
1141,104,tz-offset,-14400
1142,104,device,d1q
1143,104,hardware,qcom
1144,104,manufacturer,samsung
1145,105,product,d1que
1146,105,net-type,0
1147,105,mobile-subtype,13
1148,105,os-uild,RP1A.200720.012
1149,105,sdk-version,30
1150,105,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1151,105,model,SM-N970U1
1152,105,tz-offset,-14400
1153,105,device,d1q
1154,105,hardware,qcom
1155,105,manufacturer,samsung
1156,106,product,d1que
1157,106,net-type,0
1158,106,mobile-subtype,13
1159,106,os-uild,RP1A.200720.012
1160,106,sdk-version,30
1161,106,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1162,106,model,SM-N970U1
1163,106,tz-offset,-14400
1164,106,device,d1q
1165,106,hardware,qcom
1166,106,manufacturer,samsung
1167,107,product,d1que
1168,107,net-type,0
1169,107,mobile-subtype,13
1170,107,os-uild,RP1A.200720.012
1171,107,sdk-version,30
1172,107,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1173,107,model,SM-N970U1
1174,107,tz-offset,-14400
1175,107,device,d1q
1176,107,hardware,qcom
1177,107,manufacturer,samsung
1178,108,product,d1que
1179,108,net-type,0
1180,108,mobile-subtype,13
1181,108,os-uild,RP1A.200720.012
1182,108,sdk-version,30
1183,108,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1184,108,model,SM-N970U1
1185,108,tz-offset,-14400
1186,108,device,d1q
1187,108,hardware,qcom
1188,108,manufacturer,samsung
1189,109,product,d1que
1190,109,net-type,0
1191,109,mobile-subtype,13
1192,109,os-uild,RP1A.200720.012
1193,109,sdk-version,30
1194,109,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1195,109,model,SM-N970U1
1196,109,tz-offset,-14400
1197,109,device,d1q
1198,109,hardware,qcom
1199,109,manufacturer,samsung
1200,110,product,d1que
1201,110,net-type,0
1202,110,mobile-subtype,13
1203,110,os-uild,RP1A.200720.012
1204,110,sdk-version,30
1205,110,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1206,110,model,SM-N970U1
1207,110,tz-offset,-14400
1208,110,device,d1q
1209,110,hardware,qcom
1210,110,manufacturer,samsung
1211,111,product,d1que
1212,111,net-type,0
1213,111,mobile-subtype,13
1214,111,os-uild,RP1A.200720.012
1215,111,sdk-version,30
1216,111,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1217,111,model,SM-N970U1
1218,111,tz-offset,-14400
1219,111,device,d1q
1220,111,hardware,qcom
1221,111,manufacturer,samsung
1222,112,product,d1que
1223,112,net-type,0
1224,112,mobile-subtype,13
1225,112,os-uild,RP1A.200720.012
1226,112,sdk-version,30
1227,112,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1228,112,model,SM-N970U1
1229,112,tz-offset,-14400
1230,112,device,d1q
1231,112,hardware,qcom
1232,112,manufacturer,samsung
1233,113,product,d1que
1234,113,net-type,0
1235,113,mobile-subtype,13
1236,113,os-uild,RP1A.200720.012
1237,113,sdk-version,30
1238,113,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1239,113,model,SM-N970U1
1240,113,tz-offset,-14400
1241,113,device,d1q
1242,113,hardware,qcom
1243,113,manufacturer,samsung
1244,114,product,d1que
1245,114,net-type,0
1246,114,mobile-subtype,13
1247,114,os-uild,RP1A.200720.012
1248,114,sdk-version,30
1249,114,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1250,114,model,SM-N970U1
1251,114,tz-offset,-14400
1252,114,device,d1q
1253,114,hardware,qcom
1254,114,manufacturer,samsung
1255,115,product,d1que
1256,115,net-type,0
1257,115,mobile-subtype,13
1258,115,os-uild,RP1A.200720.012
1259,115,sdk-version,30
1260,115,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1261,115,model,SM-N970U1
1262,115,tz-offset,-14400
1263,115,device,d1q
1264,115,hardware,qcom
1265,115,manufacturer,samsung
1266,116,product,d1que
1267,116,net-type,0
1268,116,mobile-subtype,13
1269,116,os-uild,RP1A.200720.012
1270,116,sdk-version,30
1271,116,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1272,116,model,SM-N970U1
1273,116,tz-offset,-14400
1274,116,device,d1q
1275,116,hardware,qcom
1276,116,manufacturer,samsung
1277,117,product,d1que
1278,117,net-type,0
1279,117,mobile-subtype,13
1280,117,os-uild,RP1A.200720.012
1281,117,sdk-version,30
1282,117,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1283,117,model,SM-N970U1
1284,117,tz-offset,-14400
1285,117,device,d1q
1286,117,hardware,qcom
1287,117,manufacturer,samsung
1288,118,product,d1que
1289,118,net-type,0
1290,118,mobile-subtype,13
1291,118,os-uild,RP1A.200720.012
1292,118,sdk-version,30
1293,118,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1294,118,model,SM-N970U1
1295,118,tz-offset,-14400
1296,118,device,d1q
1297,118,hardware,qcom
1298,118,manufacturer,samsung
1299,119,product,d1que
1300,119,net-type,0
1301,119,mobile-subtype,13
1302,119,os-uild,RP1A.200720.012
1303,119,sdk-version,30
1304,119,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1305,119,model,SM-N970U1
1306,119,tz-offset,-14400
1307,119,device,d1q
1308,119,hardware,qcom
1309,119,manufacturer,samsung
1310,120,product,d1que
1311,120,net-type,0
1312,120,mobile-subtype,13
1313,120,os-uild,RP1A.200720.012
1314,120,sdk-version,30
1315,120,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1316,120,model,SM-N970U1
1317,120,tz-offset,-14400
1318,120,device,d1q
1319,120,hardware,qcom
1320,120,manufacturer,samsung
1321,121,product,d1que
1322,121,net-type,0
1323,121,mobile-subtype,13
1324,121,os-uild,RP1A.200720.012
1325,121,sdk-version,30
1326,121,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1327,121,model,SM-N970U1
1328,121,tz-offset,-14400
1329,121,device,d1q
1330,121,hardware,qcom
1331,121,manufacturer,samsung
1332,122,product,d1que
1333,122,net-type,0
1334,122,mobile-subtype,13
1335,122,os-uild,RP1A.200720.012
1336,122,sdk-version,30
1337,122,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1338,122,model,SM-N970U1
1339,122,tz-offset,-14400
1340,122,device,d1q
1341,122,hardware,qcom
1342,122,manufacturer,samsung
1343,123,product,d1que
1344,123,net-type,0
1345,123,mobile-subtype,13
1346,123,os-uild,RP1A.200720.012
1347,123,sdk-version,30
1348,123,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1349,123,model,SM-N970U1
1350,123,tz-offset,-14400
1351,123,device,d1q
1352,123,hardware,qcom
1353,123,manufacturer,samsung
1354,124,product,d1que
1355,124,net-type,0
1356,124,mobile-subtype,13
1357,124,os-uild,RP1A.200720.012
1358,124,sdk-version,30
1359,124,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1360,124,model,SM-N970U1
1361,124,tz-offset,-14400
1362,124,device,d1q
1363,124,hardware,qcom
1364,124,manufacturer,samsung
1365,125,product,d1que
1366,125,net-type,0
1367,125,mobile-subtype,13
1368,125,os-uild,RP1A.200720.012
1369,125,sdk-version,30
1370,125,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1371,125,model,SM-N970U1
1372,125,tz-offset,-14400
1373,125,device,d1q
1374,125,hardware,qcom
1375,125,manufacturer,samsung
1376,126,product,d1que
1377,126,net-type,0
1378,126,mobile-subtype,13
1379,126,os-uild,RP1A.200720.012
1380,126,sdk-version,30
1381,126,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1382,126,model,SM-N970U1
1383,126,tz-offset,-14400
1384,126,device,d1q
1385,126,hardware,qcom
1386,126,manufacturer,samsung
1387,127,product,d1que
1388,127,net-type,0
1389,127,mobile-subtype,13
1390,127,os-uild,RP1A.200720.012
1391,127,sdk-version,30
1392,127,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1393,127,model,SM-N970U1
1394,127,tz-offset,-14400
1395,127,device,d1q
1396,127,hardware,qcom
1397,127,manufacturer,samsung
1398,128,product,d1que
1399,128,net-type,0
1400,128,mobile-subtype,13
1401,128,os-uild,RP1A.200720.012
1402,128,sdk-version,30
1403,128,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1404,128,model,SM-N970U1
1405,128,tz-offset,-14400
1406,128,device,d1q
1407,128,hardware,qcom
1408,128,manufacturer,samsung
1409,129,product,d1que
1410,129,net-type,0
1411,129,mobile-subtype,13
1412,129,os-uild,RP1A.200720.012
1413,129,sdk-version,30
1414,129,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1415,129,model,SM-N970U1
1416,129,tz-offset,-14400
1417,129,device,d1q
1418,129,hardware,qcom
1419,129,manufacturer,samsung
1420,130,product,d1que
1421,130,net-type,0
1422,130,mobile-subtype,13
1423,130,os-uild,RP1A.200720.012
1424,130,sdk-version,30
1425,130,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1426,130,model,SM-N970U1
1427,130,tz-offset,-14400
1428,130,device,d1q
1429,130,hardware,qcom
1430,130,manufacturer,samsung
1431,131,product,d1que
1432,131,net-type,0
1433,131,mobile-subtype,13
1434,131,os-uild,RP1A.200720.012
1435,131,sdk-version,30
1436,131,fingerprint,samsung/d1que/d1q:11/RP1A.200720.012/N970U1UES6FUE1:user/release-keys
1437,131,model,SM-N970U1
1438,131,tz-offset,-14400
1439,131,device,d1q
1440,131,hardware,qcom
1441,131,manufacturer,samsung
